A,B,C,D,E,F,G,H
28,166,117,466,59,22,1778466,166
48,287,60,240,7,4,224412,287
16,94,242,970,25,63,754989,94
36,217,805,3220,76,15,2290845,217
78,470,811,3246,73,1,2213403,470
6,39,852,3406,54,35,1621905,39
30,179,39,157,69,13,2079039,179
98,591,953,3811,72,15,2189445,591
81,484,600,2399,77,68,2334504,484
1,3,811,3246,27,26,810378,3
99,592,322,1288,47,97,1439991,592
54,325,799,3196,51,41,1546323,325
21,125,652,2609,20,30,606390,125
0,-1,88,354,37,59,1110177,-1
70,418,495,1981,86,2,2601006,418
84,502,293,1170,23,34,715302,502
11,65,777,3107,92,61,2763483,65
53,316,74,298,71,86,2146158,316
15,88,935,3740,28,7,844521,88
83,500,110,441,36,26,1104978,500
9,57,323,1290,90,20,2702760,57
1,3,390,1562,11,70,330510,3
3,19,489,1955,50,12,1500936,19
49,293,9,37,42,43,1274829,293
72,434,641,2562,30,21,921663,434
50,298,3,10,82,9,2475027,298
22,129,667,2666,1,48,36744,129
14,86,652,2609,92,87,2764461,86
53,316,232,928,47,27,1425981,316
27,159,498,1992,29,76,878328,159
14,86,614,2454,63,15,1894245,86
1,3,499,1994,82,65,2460495,3
81,484,714,2856,6,56,204468,484
31,186,934,3734,28,86,849558,186
45,268,429,1715,58,83,1753749,268
11,65,770,3080,38,74,1143522,65
16,94,333,1331,98,20,2944860,94
28,166,815,3262,52,36,1568508,166
91,543,837,3349,79,7,2397321,543
33,201,700,2800,83,75,2500125,201
81,484,221,885,1,33,54399,484
80,482,441,1762,19,52,594156,482
24,141,30,122,48,28,1447284,141
74,442,962,3848,97,19,2932257,442
30,179,199,796,75,57,2259171,179
60,361,424,1698,96,34,2898102,361
13,75,339,1355,66,80,1984140,75
59,357,119,477,50,35,1517805,357
65,390,518,2073,65,1,1969503,390
11,65,44,177,47,45,1413435,65
38,225,92,366,96,26,2891478,225
72,434,279,1117,6,34,201702,434
29,177,566,2263,28,69,848907,177
98,591,538,2152,45,68,1379604,591
37,220,79,314,51,46,1541238,220
64,386,270,1080,90,74,2719422,386
97,584,52,206,86,37,2609211,584
2,14,825,3298,41,63,1230789,14
46,274,727,2909,14,88,434064,274
32,195,631,2526,11,55,339765,195
78,470,570,2280,1,37,53511,470
29,177,435,1739,42,32,1268796,177
25,149,139,558,32,90,967770,149
18,106,595,2382,36,49,1085547,106
75,451,581,2324,77,92,2332776,451
33,201,980,3919,80,89,2410167,201
14,86,473,1894,72,3,2164209,86
21,125,577,2307,37,53,1116459,125
85,513,844,3378,71,45,2155635,513
55,331,515,2058,13,95,406785,331
37,220,599,2394,20,45,611235,220
85,513,865,3460,11,98,355794,513
23,135,892,3568,14,27,426981,135
48,287,582,2327,56,32,1694496,287
23,135,71,282,60,97,1807191,135
13,75,475,1902,50,91,1504173,75
60,361,53,211,98,13,2958039,361
18,106,853,3411,75,34,2255502,106
23,135,240,959,96,39,2887017,135
40,243,656,2625,0,16,12048,243
36,217,868,3472,86,28,2590884,217
45,268,66,264,74,6,2233518,268
21,125,723,2894,64,60,1926480,125
58,347,197,788,18,16,557448,347
92,554,826,3306,87,61,2637783,554
7,43,140,559,84,64,2522292,43
58,347,480,1918,43,21,1307463,347
71,429,368,1471,10,76,321528,429
45,268,917,3666,26,25,793575,268
16,94,824,3296,16,18,484854,94
89,535,728,2914,15,17,476751,535
71,429,272,1087,58,52,1761456,429
76,453,98,391,42,44,1282932,453
81,484,967,3869,26,26,804378,484
38,225,675,2700,50,4,1511412,225
92,554,923,3690,65,86,1977858,554
73,437,125,500,30,97,922191,437
93,555,99,396,54,37,1648011,555
41,246,158,630,22,76,672528,246
85,513,55,222,8,70,265710,513
59,357,815,3262,48,26,1457778,357
0,-1,171,685,96,19,2880057,-1
69,416,410,1642,28,11,860733,416
54,325,512,2047,97,55,2926365,325
48,287,982,3929,99,79,2984637,287
11,65,521,2084,64,3,1923309,65
68,407,347,1390,25,75,770625,407
74,442,723,2894,24,79,742437,442
83,500,914,3657,75,64,2275092,500
97,584,250,998,69,1,2099103,584
43,260,477,1910,30,92,913176,260
94,565,394,1577,96,23,2908269,565
91,543,101,403,27,98,837594,543
4,26,741,2965,64,41,1921323,26
5,29,446,1782,99,3,2971509,29
66,397,594,2377,30,28,919884,397
23,135,79,314,29,83,877149,135
90,538,528,2114,73,93,2217279,538
43,260,444,1776,63,46,1903038,260
17,99,208,830,0,35,5205,99
35,208,659,2637,93,38,2800614,208
61,363,716,2865,82,48,2478444,363
0,-1,275,1099,18,4,540012,-1
88,530,751,3004,15,65,476595,530
89,535,535,2142,14,50,446850,535
47,279,262,1050,71,60,2144280,279
96,578,846,3383,68,75,2069025,578
80,482,256,1026,51,90,1554270,482
54,325,120,478,80,68,2416404,325
40,243,909,3634,62,69,1872207,243
12,73,10,42,70,89,2103867,73
79,475,646,2585,83,15,2513745,475
86,515,204,815,33,50,1015950,515
54,325,293,1170,25,22,766266,325
87,520,293,1170,75,71,2276313,520
22,129,920,3680,29,44,876732,129
25,149,305,1218,68,60,2047680,149
70,418,554,2215,92,84,2781252,418
57,343,846,3383,86,10,2597130,343
31,186,254,1015,23,95,699585,186
42,254,557,2229,69,54,2082762,254
92,554,452,1807,54,3,1647609,554
21,125,715,2859,8,64,246492,125
49,293,178,714,65,57,1964871,293
31,186,415,1659,66,9,1989327,186
91,543,533,2132,50,16,1527348,543
39,237,712,2848,97,93,2921979,237
27,159,557,2229,82,40,2468220,159
78,470,93,373,67,76,2033628,470
94,565,800,3200,57,1,1738203,565
84,502,824,3296,83,52,2515356,502
91,543,249,995,99,91,2997573,543
71,429,496,1983,11,55,351465,429
57,343,895,3582,0,5,17115,343
23,135,282,1129,50,6,1506918,135
0,-1,301,1204,16,93,480279,-1
35,208,648,2592,31,45,940635,208
85,513,925,3701,32,56,985668,513
96,578,300,1202,33,46,1018938,578
47,279,298,1193,2,22,74166,279
80,482,76,303,0,37,24111,482
98,591,252,1010,98,0,2969400,591
21,125,124,498,12,1,366303,125
60,361,731,2925,15,41,468123,361
91,543,260,1039,17,37,537411,543
2,14,310,1241,93,44,2790732,14
44,267,637,2547,23,99,703497,267
28,166,2,8,18,41,548523,166
10,63,689,2756,92,69,2763207,63
66,397,869,3477,37,98,1130094,397
4,26,10,42,31,5,931215,26
30,179,375,1498,36,60,1089180,179
96,578,164,656,61,39,1858917,578
25,149,687,2746,48,47,1447641,149
99,592,491,1966,93,35,2819805,592
66,397,993,3970,46,95,1400085,397
59,357,900,3600,34,14,1037742,357
