UniqueCarrier,AirlineID,TailNum,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin
9,20304,1601,11977,1197702,31977,120
9,20304,1609,11977,1197702,31977,120
9,20304,1609,11977,1197702,31977,120
9,20304,1622,11977,1197702,31977,120
9,20304,1735,11977,1197702,31977,120
9,20304,3368,11977,1197702,31977,120
9,20304,3554,11977,1197702,31977,120
9,20304,3554,11977,1197702,31977,120
9,20304,1489,12129,1212903,32129,131
9,20304,1499,12129,1212903,32129,131
9,20304,1581,12129,1212903,32129,131
9,20304,1601,12129,1212903,32129,131
9,20304,1609,12129,1212903,32129,131
9,20304,1609,12129,1212903,32129,131
9,20304,1609,12129,1212903,32129,131
9,20304,1609,12129,1212903,32129,131
9,20304,1622,12129,1212903,32129,131
9,20304,2601,12129,1212903,32129,131
9,20304,2869,12129,1212903,32129,131
9,20304,3368,12129,1212903,32129,131
9,20304,3554,12129,1212903,32129,131
9,20304,4241,12129,1212903,32129,131
9,20304,1489,12343,1234302,32343,146
9,20304,1499,12343,1234302,32343,146
9,20304,1581,12343,1234302,32343,146
9,20304,1601,12343,1234302,32343,146
9,20304,1609,12343,1234302,32343,146
9,20304,1609,12343,1234302,32343,146
9,20304,1609,12343,1234302,32343,146
9,20304,1609,12343,1234302,32343,146
9,20304,1622,12343,1234302,32343,146
9,20304,2601,12343,1234302,32343,146
9,20304,2869,12343,1234302,32343,146
9,20304,3368,12343,1234302,32343,146
9,20304,3554,12343,1234302,32343,146
9,20304,4241,12343,1234302,32343,146
13,19393,1196,12889,1288903,32211,162
13,19393,2712,12889,1288903,32211,162
13,19393,2773,12889,1288903,32211,162
13,19393,1196,12892,1289203,32575,164
13,19393,2712,12892,1289203,32575,164
13,19393,2773,12892,1289203,32575,164
8,20398,3024,12953,1295302,31703,169
8,20398,3024,12953,1295302,31703,169
8,20398,3024,12953,1295302,31703,169
8,20398,3035,12953,1295302,31703,169
8,20398,3035,12953,1295302,31703,169
8,20398,3035,12953,1295302,31703,169
8,20398,3063,12953,1295302,31703,169
8,20398,3063,12953,1295302,31703,169
8,20398,3077,12953,1295302,31703,169
8,20398,3077,12953,1295302,31703,169
8,20398,3087,12953,1295302,31703,169
8,20398,3101,12953,1295302,31703,169
8,20398,3101,12953,1295302,31703,169
8,20398,3101,12953,1295302,31703,169
8,20398,3101,12953,1295302,31703,169
8,20398,3125,12953,1295302,31703,169
8,20398,3125,12953,1295302,31703,169
8,20398,3125,12953,1295302,31703,169
8,20398,3129,12953,1295302,31703,169
8,20398,3129,12953,1295302,31703,169
8,20398,3132,12953,1295302,31703,169
8,20398,3132,12953,1295302,31703,169
8,20398,3132,12953,1295302,31703,169
8,20398,3141,12953,1295302,31703,169
8,20398,3141,12953,1295302,31703,169
8,20398,3141,12953,1295302,31703,169
8,20398,3141,12953,1295302,31703,169
8,20398,3141,12953,1295302,31703,169
8,20398,3759,12953,1295302,31703,169
8,20398,3788,12953,1295302,31703,169
8,20398,3803,12953,1295302,31703,169
9,20304,1426,10627,1062702,30627,31
9,20304,1455,10627,1062702,30627,31
9,20304,1483,10627,1062702,30627,31
9,20304,1499,10627,1062702,30627,31
9,20304,1553,10627,1062702,30627,31
9,20304,1567,10627,1062702,30627,31
9,20304,1567,10627,1062702,30627,31
9,20304,1581,10627,1062702,30627,31
9,20304,1622,10627,1062702,30627,31
9,20304,2776,10627,1062702,30627,31
9,20304,3368,10627,1062702,30627,31
9,20304,4241,10627,1062702,30627,31
4,20366,59,11042,1104202,30647,62
4,20366,172,11042,1104202,30647,62
4,20366,478,11042,1104202,30647,62
4,20366,69,11278,1127802,30852,80
4,20366,288,11278,1127802,30852,80
13,19393,3055,11292,1129202,30325,81
13,19393,3160,11292,1129202,30325,81
13,19393,3315,11292,1129202,30325,81
13,19393,4287,11292,1129202,30325,81
4,20366,30,11618,1161802,31703,99
4,20366,31,11618,1161802,31703,99
4,20366,12,12266,1226603,31453,140
4,20366,21,12266,1226603,31453,140
4,20366,29,12266,1226603,31453,140
4,20366,32,12266,1226603,31453,140
4,20366,55,12266,1226603,31453,140
4,20366,63,12266,1226603,31453,140
4,20366,177,12266,1226603,31453,140
4,20366,185,12266,1226603,31453,140
4,20366,186,12266,1226603,31453,140
4,20366,301,12266,1226603,31453,140
4,20366,328,12266,1226603,31453,140
4,20366,329,12266,1226603,31453,140
4,20366,375,12266,1226603,31453,140
4,20366,376,12266,1226603,31453,140
4,20366,479,12266,1226603,31453,140
4,20366,481,12266,1226603,31453,140
4,20366,635,12266,1226603,31453,140
4,20366,832,12266,1226603,31453,140
4,20366,12,13487,1348702,31650,204
4,20366,21,13487,1348702,31650,204
4,20366,29,13487,1348702,31650,204
4,20366,30,13487,1348702,31650,204
4,20366,31,13487,1348702,31650,204
4,20366,32,13487,1348702,31650,204
4,20366,55,13487,1348702,31650,204
4,20366,63,13487,1348702,31650,204
4,20366,177,13487,1348702,31650,204
4,20366,185,13487,1348702,31650,204
4,20366,186,13487,1348702,31650,204
4,20366,301,13487,1348702,31650,204
4,20366,328,13487,1348702,31650,204
4,20366,329,13487,1348702,31650,204
4,20366,375,13487,1348702,31650,204
4,20366,376,13487,1348702,31650,204
4,20366,479,13487,1348702,31650,204
4,20366,481,13487,1348702,31650,204
4,20366,635,13487,1348702,31650,204
4,20366,832,13487,1348702,31650,204
9,20304,1423,13487,1348702,31650,204
9,20304,1426,13487,1348702,31650,204
9,20304,1426,13487,1348702,31650,204
9,20304,1442,13487,1348702,31650,204
9,20304,1449,13487,1348702,31650,204
9,20304,1455,13487,1348702,31650,204
9,20304,1483,13487,1348702,31650,204
9,20304,1499,13487,1348702,31650,204
9,20304,1505,13487,1348702,31650,204
9,20304,1525,13487,1348702,31650,204
9,20304,1530,13487,1348702,31650,204
9,20304,1553,13487,1348702,31650,204
9,20304,1564,13487,1348702,31650,204
9,20304,1567,13487,1348702,31650,204
9,20304,1567,13487,1348702,31650,204
9,20304,1581,13487,1348702,31650,204
9,20304,1592,13487,1348702,31650,204
9,20304,1609,13487,1348702,31650,204
9,20304,1613,13487,1348702,31650,204
9,20304,1622,13487,1348702,31650,204
9,20304,1735,13487,1348702,31650,204
9,20304,2776,13487,1348702,31650,204
9,20304,2776,13487,1348702,31650,204
9,20304,3368,13487,1348702,31650,204
9,20304,3554,13487,1348702,31650,204
9,20304,3948,13487,1348702,31650,204
9,20304,3948,13487,1348702,31650,204
9,20304,4241,13487,1348702,31650,204
13,19393,3055,13891,1389101,32575,214
13,19393,3160,13891,1389101,32575,214
13,19393,3315,13891,1389101,32575,214
13,19393,4287,13891,1389101,32575,214
9,20304,3575,14869,1486903,34614,268
13,19393,3055,14893,1489302,33192,269
13,19393,3160,14893,1489302,33192,269
13,19393,3315,14893,1489302,33192,269
13,19393,4287,14893,1489302,33192,269
4,20366,1,10693,1069302,30693,36
4,20366,29,11057,1105703,31057,64
8,20398,3024,11066,1106602,31066,65
8,20398,3024,11066,1106602,31066,65
8,20398,3035,11066,1106602,31066,65
8,20398,3035,11066,1106602,31066,65
8,20398,3063,11066,1106602,31066,65
8,20398,3063,11066,1106602,31066,65
8,20398,3073,11066,1106602,31066,65
8,20398,3073,11066,1106602,31066,65
8,20398,3077,11066,1106602,31066,65
8,20398,3077,11066,1106602,31066,65
8,20398,3087,11066,1106602,31066,65
8,20398,3087,11066,1106602,31066,65
8,20398,3101,11066,1106602,31066,65
8,20398,3101,11066,1106602,31066,65
8,20398,3101,11066,1106602,31066,65
8,20398,3101,11066,1106602,31066,65
8,20398,3101,11066,1106602,31066,65
8,20398,3101,11066,1106602,31066,65
8,20398,3125,11066,1106602,31066,65
8,20398,3129,11066,1106602,31066,65
8,20398,3129,11066,1106602,31066,65
8,20398,3132,11066,1106602,31066,65
8,20398,3141,11066,1106602,31066,65
8,20398,3141,11066,1106602,31066,65
8,20398,3141,11066,1106602,31066,65
8,20398,3141,11066,1106602,31066,65
8,20398,3141,11066,1106602,31066,65
8,20398,3788,11066,1106602,31066,65
9,20304,1423,12156,1215602,32156,132
9,20304,1426,12156,1215602,32156,132
9,20304,1426,12156,1215602,32156,132
9,20304,1455,12156,1215602,32156,132
9,20304,1479,12156,1215602,32156,132
9,20304,1492,12156,1215602,32156,132
9,20304,1492,12156,1215602,32156,132
9,20304,1496,12156,1215602,32156,132
9,20304,1521,12156,1215602,32156,132
9,20304,1538,12156,1215602,32156,132
9,20304,1542,12156,1215602,32156,132
9,20304,1553,12156,1215602,32156,132
9,20304,1564,12156,1215602,32156,132
9,20304,1577,12156,1215602,32156,132
9,20304,1577,12156,1215602,32156,132
9,20304,1587,12156,1215602,32156,132
9,20304,1587,12156,1215602,32156,132
9,20304,1592,12156,1215602,32156,132
9,20304,1592,12156,1215602,32156,132
9,20304,1601,12156,1215602,32156,132
9,20304,1613,12156,1215602,32156,132
9,20304,1671,12156,1215602,32156,132
9,20304,1671,12156,1215602,32156,132
9,20304,1713,12156,1215602,32156,132
9,20304,1735,12156,1215602,32156,132
9,20304,2776,12156,1215602,32156,132
9,20304,2776,12156,1215602,32156,132
9,20304,3390,12156,1215602,32156,132
9,20304,3390,12156,1215602,32156,132
9,20304,3390,12156,1215602,32156,132
9,20304,3960,12156,1215602,32156,132
4,20366,12,12217,1221702,30255,138
4,20366,21,12217,1221702,30255,138
4,20366,21,12217,1221702,30255,138
4,20366,67,12217,1221702,30255,138
4,20366,177,12217,1221702,30255,138
4,20366,12,12266,1226603,31453,140
4,20366,65,12266,1226603,31453,140
4,20366,151,12266,1226603,31453,140
4,20366,232,12278,1227802,30928,141
13,19393,919,12889,1288903,32211,162
13,19393,1128,12889,1288903,32211,162
13,19393,2981,12889,1288903,32211,162
13,19393,4222,12889,1288903,32211,162
13,19393,919,12892,1289203,32575,164
13,19393,1128,12892,1289203,32575,164
13,19393,2981,12892,1289203,32575,164
13,19393,4222,12892,1289203,32575,164
9,20304,1423,14869,1486903,34614,268
9,20304,1426,14869,1486903,34614,268
9,20304,1426,14869,1486903,34614,268
9,20304,1455,14869,1486903,34614,268
9,20304,1479,14869,1486903,34614,268
9,20304,1492,14869,1486903,34614,268
9,20304,1492,14869,1486903,34614,268
9,20304,1496,14869,1486903,34614,268
9,20304,1521,14869,1486903,34614,268
9,20304,1538,14869,1486903,34614,268
9,20304,1542,14869,1486903,34614,268
9,20304,1553,14869,1486903,34614,268
9,20304,1564,14869,1486903,34614,268
9,20304,1577,14869,1486903,34614,268
9,20304,1577,14869,1486903,34614,268
9,20304,1587,14869,1486903,34614,268
9,20304,1587,14869,1486903,34614,268
9,20304,1592,14869,1486903,34614,268
9,20304,1592,14869,1486903,34614,268
9,20304,1601,14869,1486903,34614,268
9,20304,1613,14869,1486903,34614,268
9,20304,1671,14869,1486903,34614,268
9,20304,1671,14869,1486903,34614,268
9,20304,1713,14869,1486903,34614,268
9,20304,1735,14869,1486903,34614,268
9,20304,2776,14869,1486903,34614,268
9,20304,2776,14869,1486903,34614,268
9,20304,3390,14869,1486903,34614,268
9,20304,3390,14869,1486903,34614,268
9,20304,3390,14869,1486903,34614,268
9,20304,3960,14869,1486903,34614,268
4,20366,151,15412,1541202,35412,292
8,20398,3517,11278,1127802,30852,80
8,20398,3522,11278,1127802,30852,80
8,20398,3556,11278,1127802,30852,80
8,20398,3561,11278,1127802,30852,80
8,20398,3573,11278,1127802,30852,80
8,20398,3579,11278,1127802,30852,80
8,20398,3635,11278,1127802,30852,80
8,20398,3635,11278,1127802,30852,80
8,20398,3652,11278,1127802,30852,80
8,20398,3696,11278,1127802,30852,80
8,20398,3700,11278,1127802,30852,80
8,20398,3733,11278,1127802,30852,80
8,20398,3759,11278,1127802,30852,80
8,20398,3759,11278,1127802,30852,80
8,20398,3788,11278,1127802,30852,80
8,20398,3798,11278,1127802,30852,80
8,20398,3798,11278,1127802,30852,80
8,20398,3798,11278,1127802,30852,80
9,20304,1449,11977,1197702,31977,120
9,20304,1489,11977,1197702,31977,120
9,20304,1521,11977,1197702,31977,120
9,20304,1525,11977,1197702,31977,120
9,20304,1546,11977,1197702,31977,120
9,20304,1567,11977,1197702,31977,120
9,20304,1567,11977,1197702,31977,120
9,20304,1601,11977,1197702,31977,120
9,20304,2601,11977,1197702,31977,120
9,20304,3948,11977,1197702,31977,120
13,19393,1906,12191,1219102,31453,135
13,19393,1941,12191,1219102,31453,135
13,19393,1956,12191,1219102,31453,135
13,19393,1956,12191,1219102,31453,135
13,19393,1473,13198,1319801,33198,180
13,19393,1678,13198,1319801,33198,180
13,19393,1956,13198,1319801,33198,180
13,19393,1956,13198,1319801,33198,180
9,20304,2089,13244,1324402,33244,184
9,20304,2122,13244,1324402,33244,184
9,20304,3510,13244,1324402,33244,184
9,20304,3510,13244,1324402,33244,184
9,20304,3530,13244,1324402,33244,184
9,20304,3570,13244,1324402,33244,184
9,20304,3575,13244,1324402,33244,184
9,20304,3596,13244,1324402,33244,184
9,20304,3617,13244,1324402,33244,184
9,20304,3621,13244,1324402,33244,184
9,20304,3621,13244,1324402,33244,184
9,20304,3631,13244,1324402,33244,184
9,20304,3636,13244,1324402,33244,184
9,20304,3536,11433,1143302,31295,88
9,20304,3621,11433,1143302,31295,88
9,20304,2454,12441,1244102,32441,152
9,20304,2468,12441,1244102,32441,152
9,20304,2468,12441,1244102,32441,152
9,20304,2475,12441,1244102,32441,152
9,20304,2475,12441,1244102,32441,152
9,20304,2482,12441,1244102,32441,152
9,20304,2510,12441,1244102,32441,152
9,20304,2515,12441,1244102,32441,152
9,20304,2532,12441,1244102,32441,152
9,20304,2532,12441,1244102,32441,152
9,20304,2577,12441,1244102,32441,152
9,20304,2615,12441,1244102,32441,152
9,20304,2615,12441,1244102,32441,152
9,20304,2621,12441,1244102,32441,152
9,20304,2674,12441,1244102,32441,152
8,20398,3024,12953,1295302,31703,169
8,20398,3024,12953,1295302,31703,169
8,20398,3024,12953,1295302,31703,169
8,20398,3024,12953,1295302,31703,169
8,20398,3063,12953,1295302,31703,169
8,20398,3063,12953,1295302,31703,169
8,20398,3063,12953,1295302,31703,169
8,20398,3073,12953,1295302,31703,169
8,20398,3073,12953,1295302,31703,169
8,20398,3073,12953,1295302,31703,169
8,20398,3073,12953,1295302,31703,169
8,20398,3077,12953,1295302,31703,169
8,20398,3077,12953,1295302,31703,169
8,20398,3087,12953,1295302,31703,169
8,20398,3087,12953,1295302,31703,169
8,20398,3101,12953,1295302,31703,169
8,20398,3101,12953,1295302,31703,169
8,20398,3125,12953,1295302,31703,169
8,20398,3125,12953,1295302,31703,169
8,20398,3129,12953,1295302,31703,169
8,20398,3129,12953,1295302,31703,169
8,20398,3129,12953,1295302,31703,169
8,20398,3129,12953,1295302,31703,169
8,20398,3129,12953,1295302,31703,169
8,20398,3132,12953,1295302,31703,169
8,20398,3132,12953,1295302,31703,169
8,20398,3141,12953,1295302,31703,169
8,20398,3141,12953,1295302,31703,169
8,20398,3522,12953,1295302,31703,169
8,20398,3798,12953,1295302,31703,169
8,20398,3803,12953,1295302,31703,169
9,20304,1521,13487,1348702,31650,204
9,20304,1521,13487,1348702,31650,204
9,20304,1525,13487,1348702,31650,204
9,20304,1546,13487,1348702,31650,204
9,20304,1567,13487,1348702,31650,204
9,20304,1567,13487,1348702,31650,204
9,20304,1601,13487,1348702,31650,204
9,20304,2601,13487,1348702,31650,204
9,20304,3368,13487,1348702,31650,204
9,20304,3948,13487,1348702,31650,204
9,20304,3948,13487,1348702,31650,204
13,19393,3661,14107,1410702,30466,224
13,19393,3686,14107,1410702,30466,224
13,19393,3814,14107,1410702,30466,224
13,19393,3816,14107,1410702,30466,224
4,20366,18,10140,1014002,30140,2
4,20366,174,10140,1014002,30140,2
4,20366,177,10140,1014002,30140,2
4,20366,186,10140,1014002,30140,2
4,20366,188,10140,1014002,30140,2
4,20366,213,10140,1014002,30140,2
4,20366,228,10140,1014002,30140,2
4,20366,482,10140,1014002,30140,2
4,20366,692,10140,1014002,30140,2
4,20366,29,10257,1025702,30257,11
4,20366,726,10257,1025702,30257,11
8,20398,3024,10693,1069302,30693,36
8,20398,3024,10693,1069302,30693,36
8,20398,3024,10693,1069302,30693,36
8,20398,3024,10693,1069302,30693,36
8,20398,3035,10693,1069302,30693,36
8,20398,3063,10693,1069302,30693,36
8,20398,3063,10693,1069302,30693,36
8,20398,3073,10693,1069302,30693,36
8,20398,3073,10693,1069302,30693,36
8,20398,3073,10693,1069302,30693,36
8,20398,3073,10693,1069302,30693,36
8,20398,3077,10693,1069302,30693,36
8,20398,3077,10693,1069302,30693,36
8,20398,3077,10693,1069302,30693,36
8,20398,3077,10693,1069302,30693,36
8,20398,3087,10693,1069302,30693,36
8,20398,3087,10693,1069302,30693,36
8,20398,3087,10693,1069302,30693,36
8,20398,3087,10693,1069302,30693,36
8,20398,3087,10693,1069302,30693,36
8,20398,3101,10693,1069302,30693,36
8,20398,3125,10693,1069302,30693,36
8,20398,3129,10693,1069302,30693,36
8,20398,3129,10693,1069302,30693,36
8,20398,3129,10693,1069302,30693,36
8,20398,3132,10693,1069302,30693,36
8,20398,3132,10693,1069302,30693,36
8,20398,3141,10693,1069302,30693,36
8,20398,3599,10693,1069302,30693,36
8,20398,3798,10693,1069302,30693,36
8,20398,3798,10693,1069302,30693,36
4,20366,29,11042,1104202,30647,62
4,20366,277,11042,1104202,30647,62
4,20366,328,11042,1104202,30647,62
4,20366,328,11278,1127802,30852,80
4,20366,227,12206,1220603,32206,137
4,20366,25,12266,1226603,31453,140
4,20366,28,12266,1226603,31453,140
4,20366,58,12266,1226603,31453,140
4,20366,69,12266,1226603,31453,140
4,20366,72,12266,1226603,31453,140
4,20366,173,12266,1226603,31453,140
4,20366,219,12266,1226603,31453,140
4,20366,257,12266,1226603,31453,140
4,20366,480,12266,1226603,31453,140
4,20366,692,12266,1226603,31453,140
4,20366,876,12266,1226603,31453,140
9,20304,1483,13029,1302902,33029,174
9,20304,1496,13029,1302902,33029,174
9,20304,1499,13029,1302902,33029,174
9,20304,1505,13029,1302902,33029,174
9,20304,1535,13029,1302902,33029,174
9,20304,1535,13029,1302902,33029,174
9,20304,1564,13029,1302902,33029,174
9,20304,1592,13029,1302902,33029,174
9,20304,1601,13029,1302902,33029,174
9,20304,1609,13029,1302902,33029,174
9,20304,1613,13029,1302902,33029,174
9,20304,1613,13029,1302902,33029,174
9,20304,2601,13029,1302902,33029,174
9,20304,4241,13029,1302902,33029,174
4,20366,46,13244,1324402,33244,184
4,20366,87,13244,1324402,33244,184
4,20366,144,13244,1324402,33244,184
4,20366,145,13244,1324402,33244,184
4,20366,152,13244,1324402,33244,184
4,20366,216,13244,1324402,33244,184
4,20366,237,13244,1324402,33244,184
4,20366,394,13244,1324402,33244,184
4,20366,726,13244,1324402,33244,184
9,20304,1449,13487,1348702,31650,204
9,20304,1521,13487,1348702,31650,204
9,20304,1617,13487,1348702,31650,204
13,19393,1007,13851,1385103,33851,211
13,19393,1141,13851,1385103,33851,211
13,19393,2665,13851,1385103,33851,211
13,19393,2943,13851,1385103,33851,211
13,19393,1007,14730,1473003,33044,257
13,19393,1141,14730,1473003,33044,257
13,19393,2665,14730,1473003,33044,257
13,19393,2943,14730,1473003,33044,257
13,19393,1007,15016,1501603,31123,275
13,19393,1141,15016,1501603,31123,275
13,19393,2665,15016,1501603,31123,275
13,19393,2943,15016,1501603,31123,275
4,20366,325,11278,1127802,30852,80
4,20366,669,11278,1127802,30852,80
13,19393,493,11292,1129202,30325,81
13,19393,2981,11292,1129202,30325,81
13,19393,3118,11292,1129202,30325,81
13,19393,4222,11292,1129202,30325,81
8,20398,3024,11433,1143302,31295,88
8,20398,3024,11433,1143302,31295,88
8,20398,3024,11433,1143302,31295,88
8,20398,3024,11433,1143302,31295,88
8,20398,3024,11433,1143302,31295,88
8,20398,3024,11433,1143302,31295,88
8,20398,3035,11433,1143302,31295,88
8,20398,3035,11433,1143302,31295,88
8,20398,3035,11433,1143302,31295,88
8,20398,3035,11433,1143302,31295,88
8,20398,3063,11433,1143302,31295,88
8,20398,3063,11433,1143302,31295,88
8,20398,3073,11433,1143302,31295,88
8,20398,3077,11433,1143302,31295,88
8,20398,3077,11433,1143302,31295,88
8,20398,3077,11433,1143302,31295,88
8,20398,3077,11433,1143302,31295,88
8,20398,3087,11433,1143302,31295,88
8,20398,3087,11433,1143302,31295,88
8,20398,3125,11433,1143302,31295,88
8,20398,3125,11433,1143302,31295,88
8,20398,3129,11433,1143302,31295,88
8,20398,3129,11433,1143302,31295,88
8,20398,3129,11433,1143302,31295,88
8,20398,3132,11433,1143302,31295,88
8,20398,3132,11433,1143302,31295,88
8,20398,3132,11433,1143302,31295,88
8,20398,3141,11433,1143302,31295,88
8,20398,3141,11433,1143302,31295,88
8,20398,3798,11433,1143302,31295,88
8,20398,3803,11433,1143302,31295,88
4,20366,59,11618,1161802,31703,99
4,20366,150,11618,1161802,31703,99
4,20366,203,11618,1161802,31703,99
4,20366,395,11618,1161802,31703,99
4,20366,634,11618,1161802,31703,99
9,20304,1499,11775,1177502,31775,109
9,20304,1525,11775,1177502,31775,109
9,20304,1530,11775,1177502,31775,109
9,20304,1567,11775,1177502,31775,109
9,20304,1593,11775,1177502,31775,109
9,20304,1617,11775,1177502,31775,109
9,20304,1622,11775,1177502,31775,109
9,20304,1622,11775,1177502,31775,109
9,20304,1622,11775,1177502,31775,109
9,20304,2869,11775,1177502,31775,109
9,20304,2912,11775,1177502,31775,109
9,20304,3948,11775,1177502,31775,109
9,20304,1505,11986,1198603,31986,123
9,20304,1530,11986,1198603,31986,123
9,20304,1535,11986,1198603,31986,123
9,20304,1593,11986,1198603,31986,123
9,20304,1609,11986,1198603,31986,123
9,20304,1613,11986,1198603,31986,123
9,20304,1617,11986,1198603,31986,123
9,20304,1713,11986,1198603,31986,123
9,20304,2869,11986,1198603,31986,123
9,20304,2869,11986,1198603,31986,123
9,20304,3368,11986,1198603,31986,123
9,20304,3948,11986,1198603,31986,123
9,20304,4241,11986,1198603,31986,123
9,20304,4241,11986,1198603,31986,123
13,19393,493,12889,1288903,32211,162
13,19393,632,12889,1288903,32211,162
13,19393,3118,12889,1288903,32211,162
9,20304,1499,13487,1348702,31650,204
9,20304,1505,13487,1348702,31650,204
9,20304,1525,13487,1348702,31650,204
9,20304,1530,13487,1348702,31650,204
9,20304,1530,13487,1348702,31650,204
9,20304,1535,13487,1348702,31650,204
9,20304,1567,13487,1348702,31650,204
9,20304,1593,13487,1348702,31650,204
9,20304,1593,13487,1348702,31650,204
9,20304,1609,13487,1348702,31650,204
9,20304,1609,13487,1348702,31650,204
9,20304,1613,13487,1348702,31650,204
9,20304,1617,13487,1348702,31650,204
9,20304,1617,13487,1348702,31650,204
9,20304,1622,13487,1348702,31650,204
9,20304,1622,13487,1348702,31650,204
9,20304,1622,13487,1348702,31650,204
9,20304,1713,13487,1348702,31650,204
9,20304,2869,13487,1348702,31650,204
9,20304,2869,13487,1348702,31650,204
9,20304,2869,13487,1348702,31650,204
9,20304,2869,13487,1348702,31650,204
9,20304,2912,13487,1348702,31650,204
9,20304,3368,13487,1348702,31650,204
9,20304,3948,13487,1348702,31650,204
9,20304,3948,13487,1348702,31650,204
9,20304,4241,13487,1348702,31650,204
9,20304,4241,13487,1348702,31650,204
13,19393,493,14771,1477101,32457,259
13,19393,632,14771,1477101,32457,259
13,19393,3118,14771,1477101,32457,259
13,19393,493,14869,1486903,34614,268
13,19393,2981,14869,1486903,34614,268
13,19393,3118,14869,1486903,34614,268
4,20366,65,15016,1501603,31123,275
4,20366,217,15016,1501603,31123,275
9,20304,1426,10627,1062702,30627,31
9,20304,1442,10627,1062702,30627,31
9,20304,1483,10627,1062702,30627,31
