A,B,C,D,E,F,G,H
46,138,824,3296,0,73,14019,82400
47,141,568,2272,0,57,14271,56800
48,144,841,3364,0,83,14649,84100
50,150,963,3852,0,90,15270,96300
50,150,499,1996,0,95,15285,49900
53,159,801,3204,0,12,15936,80100
53,159,163,652,0,85,16155,16300
54,162,579,2316,0,19,16257,57900
54,162,194,776,0,87,16461,19400
54,162,88,352,0,33,16299,8800
55,165,844,3376,0,26,16578,84400
56,168,857,3428,0,25,16875,85700
58,174,561,2244,0,12,17436,56100
59,177,568,2272,0,41,17823,56800
60,180,508,2032,0,0,18000,50800
63,189,771,3084,0,92,19176,77100
63,189,508,2032,0,5,18915,50800
66,198,36,144,0,99,20097,3600
66,198,686,2744,0,13,19839,68600
71,213,546,2184,0,91,21573,54600
71,213,397,1588,0,46,21438,39700
75,225,770,3080,0,71,22713,77000
75,225,231,924,0,46,22638,23100
75,225,205,820,0,20,22560,20500
75,225,528,2112,0,81,22743,52800
76,228,815,3260,0,48,22944,81500
76,228,501,2004,0,12,22836,50100
77,231,333,1332,0,6,23118,33300
77,231,987,3948,0,13,23139,98700
78,234,52,208,0,42,23526,5200
78,234,247,988,0,54,23562,24700
79,237,749,2996,0,32,23796,74900
80,240,300,1200,0,56,24168,30000
81,243,900,3600,0,82,24546,90000
85,255,628,2512,0,81,25743,62800
85,255,701,2804,0,87,25761,70100
86,258,444,1776,0,16,25848,44400
88,264,349,1396,0,42,26526,34900
88,264,594,2376,0,69,26607,59400
91,273,60,240,0,22,27366,6000
92,276,645,2580,0,10,27630,64500
94,282,786,3144,0,9,28227,78600
95,285,598,2392,0,4,28512,59800
95,285,66,264,0,9,28527,6600
97,291,450,1800,0,8,29124,45000
0,0,667,2668,1,82,30246,66701
0,0,73,292,1,5,30015,7301
0,0,137,548,1,90,30270,13701
2,6,441,1764,1,25,30675,44101
4,12,750,3000,1,11,31233,75001
7,21,675,2700,1,35,32205,67501
7,21,716,2864,1,18,32154,71601
7,21,202,808,1,15,32145,20201
8,24,545,2180,1,99,32697,54501
9,27,344,1376,1,29,32787,34401
11,33,870,3480,1,66,33498,87001
16,48,423,1692,1,27,34881,42301
17,51,1,4,1,0,35100,101
19,57,188,752,1,5,35715,18801
20,60,954,3816,1,80,36240,95401
21,63,468,1872,1,82,36546,46801
22,66,513,2052,1,76,36828,51301
22,66,566,2264,1,30,36690,56601
23,69,266,1064,1,66,37098,26601
24,72,89,356,1,88,37464,8901
24,72,421,1684,1,75,37425,42101
27,81,518,2072,1,37,38211,51801
28,84,788,3152,1,20,38460,78801
28,84,684,2736,1,41,38523,68401
29,87,855,3420,1,91,38973,85501
30,90,583,2332,1,89,39267,58301
31,93,700,2800,1,90,39570,70001
34,102,958,3832,1,53,40359,95801
34,102,370,1480,1,8,40224,37001
36,108,251,1004,1,8,40824,25101
37,111,165,660,1,15,41145,16501
37,111,544,2176,1,65,41295,54401
38,114,147,588,1,24,41472,14701
38,114,787,3148,1,49,41547,78701
39,117,925,3700,1,72,41916,92501
39,117,427,1708,1,87,41961,42701
42,126,305,1220,1,17,42651,30501
43,129,39,156,1,7,42921,3901
43,129,853,3412,1,98,43194,85301
44,132,391,1564,1,28,43284,39101
45,135,683,2732,1,8,43524,68301
48,144,899,3596,1,18,44454,89901
48,144,766,3064,1,7,44421,76601
49,147,188,752,1,30,44790,18801
49,147,742,2968,1,33,44799,74201
50,150,435,1740,1,1,45003,43501
51,153,24,96,1,74,45522,2401
51,153,381,1524,1,74,45522,38101
52,156,551,2204,1,37,45711,55101
53,159,582,2328,1,49,46047,58201
54,162,141,564,1,59,46377,14101
56,168,738,2952,1,40,46920,73801
57,171,95,380,1,43,47229,9501
57,171,389,1556,1,41,47223,38901
58,174,988,3952,1,82,47646,98801
59,177,958,3832,1,25,47775,95801
60,180,374,1496,1,10,48030,37401
60,180,857,3428,1,3,48009,85701
61,183,767,3068,1,14,48342,76701
64,192,509,2036,1,43,49329,50901
64,192,643,2572,1,39,49317,64301
65,195,755,3020,1,10,49530,75501
68,204,696,2784,1,60,50580,69601
69,207,443,1772,1,2,50706,44301
73,219,726,2904,1,36,52008,72601
73,219,149,596,1,15,51945,14901
75,225,409,1636,1,73,52719,40901
76,228,245,980,1,36,52908,24501
77,231,722,2888,1,53,53259,72201
78,234,531,2124,1,25,53475,53101
79,237,777,3108,1,3,53709,77701
81,243,805,3220,1,88,54564,80501
84,252,804,3216,1,50,55350,80401
85,255,569,2276,1,72,55716,56901
85,255,456,1824,1,96,55788,45601
87,261,753,3012,1,22,56166,75301
87,261,936,3744,1,30,56190,93601
87,261,993,3972,1,78,56334,99301
88,264,586,2344,1,5,56415,58601
88,264,563,2252,1,40,56520,56301
89,267,388,1552,1,15,56745,38801
89,267,975,3900,1,11,56733,97501
92,276,941,3764,1,3,57609,94101
95,285,367,1468,1,29,58587,36701
98,294,374,1496,1,21,59463,37401
98,294,10,40,1,10,59430,1001
0,0,813,3252,2,14,60042,81302
1,3,984,3936,2,54,60462,98402
3,9,956,3824,2,67,61101,95602
3,9,334,1336,2,34,61002,33402
3,9,541,2164,2,50,61050,54102
4,12,776,3104,2,48,61344,77602
7,21,286,1144,2,88,62364,28602
7,21,369,1476,2,20,62160,36902
9,27,914,3656,2,6,62718,91402
15,45,209,836,2,96,64788,20902
16,48,408,1632,2,58,64974,40802
17,51,322,1288,2,55,65265,32202
26,78,857,3428,2,18,67854,85702
30,90,747,2988,2,4,69012,74702
31,93,720,2880,2,34,69402,72002
31,93,385,1540,2,33,69399,38502
31,93,473,1892,2,59,69477,47302
33,99,856,3424,2,89,70167,85602
35,105,403,1612,2,3,70509,40302
37,111,513,2052,2,52,71256,51302
37,111,198,792,2,17,71151,19802
37,111,856,3424,2,19,71157,85602
38,114,692,2768,2,53,71559,69202
38,114,818,3272,2,86,71658,81802
40,120,765,3060,2,65,72195,76502
40,120,510,2040,2,59,72177,51002
41,123,315,1260,2,50,72450,31502
42,126,565,2260,2,69,72807,56502
47,141,967,3868,2,43,74229,96702
47,141,943,3772,2,1,74103,94302
47,141,755,3020,2,10,74130,75502
48,144,668,2672,2,84,74652,66802
50,150,471,1884,2,81,75243,47102
50,150,513,2052,2,67,75201,51302
51,153,324,1296,2,33,75399,32402
52,156,596,2384,2,17,75651,59602
53,159,49,196,2,94,76182,4902
54,162,262,1048,2,0,76200,26202
55,165,233,932,2,17,76551,23302
56,168,965,3860,2,70,77010,96502
56,168,445,1780,2,50,76950,44502
58,174,946,3784,2,64,77592,94602
59,177,836,3344,2,84,77952,83602
60,180,874,3496,2,71,78213,87402
60,180,349,1396,2,33,78099,34902
60,180,831,3324,2,25,78075,83102
61,183,98,392,2,54,78462,9802
63,189,701,2804,2,30,78990,70102
63,189,40,160,2,88,79164,4002
64,192,562,2248,2,55,79365,56202
64,192,515,2060,2,86,79458,51502
65,195,413,1652,2,44,79632,41302
65,195,682,2728,2,82,79746,68202
67,201,576,2304,2,6,80118,57602
68,204,560,2240,2,88,80664,56002
68,204,157,628,2,47,80541,15702
68,204,111,444,2,75,80625,11102
68,204,55,220,2,72,80616,5502
70,210,500,2000,2,95,81285,50002
72,216,106,424,2,34,81702,10602
74,222,253,1012,2,79,82437,25302
74,222,496,1984,2,69,82407,49602
75,225,931,3724,2,22,82566,93102
75,225,291,1164,2,60,82680,29102
76,228,105,420,2,45,82935,10502
79,237,871,3484,2,72,83916,87102
80,240,234,936,2,14,84042,23402
80,240,930,3720,2,63,84189,93002
80,240,611,2444,2,71,84213,61102
82,246,514,2056,2,38,84714,51402
82,246,954,3816,2,18,84654,95402
83,249,552,2208,2,60,85080,55202
85,255,653,2612,2,14,85542,65302
87,261,360,1440,2,12,86136,36002
87,261,935,3740,2,12,86136,93502
89,267,867,3468,2,81,86943,86702
90,270,499,1996,2,43,87129,49902
91,273,86,344,2,77,87531,8602
91,273,972,3888,2,65,87495,97202
93,279,622,2488,2,97,88191,62202
94,282,773,3092,2,85,88455,77302
94,282,462,1848,2,2,88206,46202
94,282,664,2656,2,70,88410,66402
97,291,656,2624,2,26,89178,65602
97,291,321,1284,2,45,89235,32102
99,297,867,3468,2,71,89913,86702
1,3,647,2588,3,10,90330,64703
1,3,578,2312,3,33,90399,57803
1,3,427,1708,3,79,90537,42703
2,6,627,2508,3,18,90654,62703
4,12,269,1076,3,33,91299,26903
5,15,258,1032,3,57,91671,25803
5,15,982,3928,3,0,91500,98203
7,21,173,692,3,38,92214,17303
9,27,765,3060,3,73,92919,76503
9,27,404,1616,3,35,92805,40403
9,27,828,3312,3,4,92712,82803
10,30,995,3980,3,24,93072,99503
11,33,193,772,3,1,93303,19303
14,42,474,1896,3,43,94329,47403
14,42,621,2484,3,97,94491,62103
14,42,192,768,3,85,94455,19203
15,45,353,1412,3,50,94650,35303
17,51,135,540,3,84,95352,13503
19,57,914,3656,3,38,95814,91403
20,60,220,880,3,13,96039,22003
20,60,639,2556,3,85,96255,63903
20,60,359,1436,3,29,96087,35903
21,63,170,680,3,52,96456,17003
24,72,274,1096,3,94,97482,27403
24,72,330,1320,3,36,97308,33003
26,78,119,476,3,1,97803,11903
27,81,843,3372,3,43,98229,84303
28,84,512,2048,3,78,98634,51203
31,93,858,3432,3,78,99534,85803
33,99,644,2576,3,33,99999,64403
34,102,95,380,3,95,100485,9503
34,102,484,1936,3,98,100494,48403
37,111,349,1396,3,11,101133,34903
37,111,604,2416,3,97,101391,60403
37,111,488,1952,3,19,101157,48803
38,114,362,1448,3,63,101589,36203
38,114,98,392,3,78,101634,9803
38,114,179,716,3,9,101427,17903
41,123,703,2812,3,88,102564,70303
42,126,811,3244,3,58,102774,81103
43,129,785,3140,3,76,103128,78503
44,132,460,1840,3,98,103494,46003
49,147,809,3236,3,21,104763,80903
51,153,530,2120,3,94,105582,53003
51,153,96,384,3,49,105447,9603
52,156,195,780,3,50,105750,19503
52,156,706,2824,3,57,105771,70603
52,156,673,2692,3,76,105828,67303
54,162,369,1476,3,20,106260,36903
54,162,976,3904,3,70,106410,97603
54,162,377,1508,3,22,106266,37703
55,165,483,1932,3,96,106788,48303
60,180,887,3548,3,33,108099,88703
60,180,648,2592,3,58,108174,64803
60,180,307,1228,3,44,108132,30703
61,183,699,2796,3,55,108465,69903
63,189,404,1616,3,61,109083,40403
63,189,504,2016,3,60,109080,50403
65,195,15,60,3,99,109797,1503
66,198,812,3248,3,21,109863,81203
67,201,504,2016,3,32,110196,50403
67,201,145,580,3,45,110235,14503
68,204,863,3452,3,17,110451,86303
69,207,876,3504,3,46,110838,87603
69,207,1,4,3,6,110718,103
70,210,83,332,3,77,111231,8303
70,210,920,3680,3,33,111099,92003
72,216,294,1176,3,85,111855,29403
74,222,547,2188,3,53,112359,54703
74,222,632,2528,3,53,112359,63203
75,225,978,3912,3,39,112617,97803
77,231,58,232,3,21,113163,5803
77,231,139,556,3,73,113319,13903
78,234,679,2716,3,1,113403,67903
80,240,34,136,3,32,114096,3403
81,243,823,3292,3,21,114363,82303
81,243,294,1176,3,31,114393,29403
82,246,276,1104,3,35,114705,27603
83,249,199,796,3,32,114996,19903
85,255,401,1604,3,62,115686,40103
86,258,745,2980,3,26,115878,74503
87,261,469,1876,3,87,116361,46903
88,264,137,548,3,89,116667,13703
88,264,9,36,3,7,116421,903
89,267,657,2628,3,73,116919,65703
90,270,517,2068,3,54,117162,51703
90,270,786,3144,3,51,117153,78603
94,282,615,2460,3,89,118467,61503
95,285,59,236,3,91,118773,5903
98,294,267,1068,3,13,119439,26703
0,0,313,1252,4,96,120288,31304
1,3,17,68,4,51,120453,1704
1,3,865,3460,4,84,120552,86504
1,3,391,1564,4,28,120384,39104
3,9,650,2600,4,38,121014,65004
7,21,751,3004,4,89,122367,75104
7,21,802,3208,4,77,122331,80204
7,21,532,2128,4,61,122283,53204
7,21,494,1976,4,35,122205,49404
8,24,110,440,4,58,122574,11004
9,27,99,396,4,9,122727,9904
9,27,761,3044,4,48,122844,76104
9,27,622,2488,4,14,122742,62204
10,30,321,1284,4,59,123177,32104
11,33,368,1472,4,37,123411,36804
11,33,189,756,4,11,123333,18904
12,36,194,776,4,85,123855,19404
13,39,620,2480,4,20,123960,62004
13,39,650,2600,4,55,124065,65004
13,39,980,3920,4,1,123903,98004
14,42,965,3860,4,36,124308,96504
15,45,877,3508,4,4,124512,87704
15,45,312,1248,4,22,124566,31204
18,54,760,3040,4,83,125649,76004
19,57,209,836,4,4,125712,20904
21,63,653,2612,4,90,126570,65304
22,66,283,1132,4,65,126795,28304
23,69,199,796,4,64,127092,19904
24,72,168,672,4,35,127305,16804
24,72,206,824,4,30,127290,20604
25,75,643,2572,4,63,127689,64304
27,81,912,3648,4,14,128142,91204
27,81,604,2416,4,14,128142,60404
32,96,269,1076,4,22,129666,26904
36,108,486,1944,4,40,130920,48604
36,108,762,3048,4,13,130839,76204
37,111,633,2532,4,24,131172,63304
38,114,38,152,4,93,131679,3804
39,117,136,544,4,27,131781,13604
39,117,581,2324,4,26,131778,58104
40,120,144,576,4,46,132138,14404
40,120,100,400,4,20,132060,10004
41,123,915,3660,4,16,132348,91504
42,126,439,1756,4,94,132882,43904
42,126,329,1316,4,33,132699,32904
42,126,70,280,4,83,132849,7004
45,135,836,3344,4,36,133608,83604
45,135,338,1352,4,57,133671,33804
47,141,627,2508,4,63,134289,62704
48,144,438,1752,4,94,134682,43804
48,144,210,840,4,40,134520,21004
49,147,4,16,4,95,134985,404
49,147,38,152,4,59,134877,3804
50,150,260,1040,4,49,135147,26004
51,153,790,3160,4,92,135576,79004
51,153,978,3912,4,5,135315,97804
52,156,663,2652,4,47,135741,66304
53,159,137,548,4,23,135969,13704
53,159,422,1688,4,86,136158,42204
53,159,922,3688,4,77,136131,92204
55,165,18,72,4,19,136557,1804
56,168,524,2096,4,49,136947,52404
56,168,260,1040,4,17,136851,26004
57,171,376,1504,4,82,137346,37604
57,171,908,3632,4,60,137280,90804
57,171,785,3140,4,38,137214,78504
58,174,188,752,4,79,137637,18804
59,177,458,1832,4,21,137763,45804
60,180,228,912,4,54,138162,22804
60,180,613,2452,4,27,138081,61304
61,183,13,52,4,27,138381,1304
62,186,153,612,4,84,138852,15304
62,186,103,412,4,27,138681,10304
63,189,659,2636,4,93,139179,65904
63,189,777,3108,4,54,139062,77704
64,192,145,580,4,35,139305,14504
65,195,230,920,4,62,139686,23004
68,204,98,392,4,6,140418,9804
69,207,178,712,4,38,140814,17804
69,207,92,368,4,27,140781,9204
70,210,528,2112,4,9,141027,52804
71,213,201,804,4,89,141567,20104
71,213,740,2960,4,14,141342,74004
71,213,943,3772,4,4,141312,94304
72,216,876,3504,4,24,141672,87604
73,219,500,2000,4,19,141957,50004
75,225,311,1244,4,38,142614,31104
76,228,138,552,4,58,142974,13804
76,228,581,2324,4,19,142857,58104
76,228,700,2800,4,42,142926,70004
79,237,597,2388,4,88,143964,59704
79,237,434,1736,4,80,143940,43404
79,237,748,2992,4,87,143961,74804
80,240,45,180,4,60,144180,4504
81,243,851,3404,4,41,144423,85104
81,243,510,2040,4,79,144537,51004
82,246,57,228,4,91,144873,5704
84,252,783,3132,4,4,145212,78304
86,258,647,2588,4,48,145944,64704
88,264,143,572,4,53,146559,14304
88,264,646,2584,4,64,146592,64604
89,267,370,1480,4,76,146928,37004
89,267,507,2028,4,95,146985,50704
90,270,265,1060,4,10,147030,26504
90,270,196,784,4,65,147195,19604
91,273,925,3700,4,24,147372,92504
91,273,557,2228,4,99,147597,55704
92,276,197,788,4,97,147891,19704
94,282,842,3368,4,4,148212,84204
94,282,703,2812,4,52,148356,70304
95,285,219,876,4,84,148752,21904
96,288,372,1488,4,93,149079,37204
98,294,910,3640,4,29,149487,91004
98,294,24,96,4,27,149481,2404
1,3,72,288,5,81,150543,7205
1,3,292,1168,5,85,150555,29205
2,6,905,3620,5,57,150771,90505
2,6,278,1112,5,78,150834,27805
2,6,153,612,5,80,150840,15305
5,15,435,1740,5,50,151650,43505
7,21,843,3372,5,22,152166,84305
8,24,172,688,5,40,152520,17205
9,27,600,2400,5,97,152991,60005
9,27,380,1520,5,71,152913,38005
11,33,58,232,5,86,153558,5805
12,36,703,2812,5,33,153699,70305
12,36,307,1228,5,4,153612,30705
13,39,826,3304,5,21,153963,82605
13,39,827,3308,5,92,154176,82705
13,39,182,728,5,63,154089,18205
13,39,366,1464,5,32,153996,36605
15,45,703,2812,5,55,154665,70305
15,45,161,644,5,16,154548,16105
17,51,308,1232,5,3,155109,30805
19,57,210,840,5,31,155793,21005
20,60,242,968,5,40,156120,24205
20,60,211,844,5,61,156183,21105
20,60,575,2300,5,3,156009,57505
20,60,227,908,5,57,156171,22705
22,66,189,756,5,13,156639,18905
23,69,29,116,5,83,157149,2905
26,78,336,1344,5,31,157893,33605
27,81,377,1508,5,86,158358,37705
29,87,27,108,5,67,158901,2705
30,90,98,392,5,83,159249,9805
31,93,400,1600,5,66,159498,40005
32,96,665,2660,5,60,159780,66505
33,99,179,716,5,11,159933,17905
33,99,236,944,5,66,160098,23605
34,102,985,3940,5,7,160221,98505
34,102,102,408,5,4,160212,10205
35,105,953,3812,5,86,160758,95305
35,105,138,552,5,35,160605,13805
37,111,998,3992,5,97,161391,99805
38,114,797,3188,5,15,161445,79705
38,114,416,1664,5,49,161547,41605
38,114,864,3456,5,8,161424,86405
39,117,801,3204,5,7,161721,80105
41,123,82,328,5,9,162327,8205
46,138,520,2080,5,81,164043,52005
46,138,832,3328,5,87,164061,83205
48,144,268,1072,5,89,164667,26805
50,150,906,3624,5,90,165270,90605
52,156,820,3280,5,45,165735,82005
54,162,921,3684,5,69,166407,92105
55,165,676,2704,5,99,166797,67605
55,165,266,1064,5,61,166683,26605
57,171,187,748,5,13,167139,18705
59,177,41,164,5,72,167916,4105
60,180,765,3060,5,49,168147,76505
60,180,248,992,5,58,168174,24805
61,183,380,1520,5,40,168420,38005
62,186,224,896,5,91,168873,22405
62,186,486,1944,5,22,168666,48605
63,189,520,2080,5,27,168981,52005
63,189,375,1500,5,35,169005,37505
63,189,554,2216,5,86,169158,55405
63,189,735,2940,5,91,169173,73505
63,189,308,1232,5,5,168915,30805
66,198,74,296,5,85,170055,7405
67,201,599,2396,5,18,170154,59905
68,204,823,3292,5,88,170664,82305
69,207,277,1108,5,72,170916,27705
71,213,166,664,5,6,171318,16605
71,213,157,628,5,80,171540,15705
72,216,219,876,5,44,171732,21905
73,219,421,1684,5,93,172179,42105
74,222,606,2424,5,36,172308,60605
75,225,193,772,5,22,172566,19305
75,225,619,2476,5,58,172674,61905
76,228,68,272,5,87,173061,6805
78,234,890,3560,5,62,173586,89005
79,237,992,3968,5,9,173727,99205
79,237,682,2728,5,5,173715,68205
79,237,762,3048,5,72,173916,76205
79,237,754,3016,5,1,173703,75405
83,249,122,488,5,65,175095,12205
83,249,620,2480,5,43,175029,62005
84,252,300,1200,5,8,175224,30005
85,255,341,1364,5,86,175758,34105
85,255,597,2388,5,71,175713,59705
85,255,165,660,5,12,175536,16505
86,258,64,256,5,63,175989,6405
87,261,319,1276,5,14,176142,31905
87,261,780,3120,5,49,176247,78005
87,261,218,872,5,63,176289,21805
88,264,588,2352,5,52,176556,58805
89,267,159,636,5,83,176949,15905
89,267,263,1052,5,62,176886,26305
90,270,160,640,5,61,177183,16005
91,273,619,2476,5,53,177459,61905
93,279,741,2964,5,74,178122,74105
97,291,747,2988,5,63,179289,74705
1,3,246,984,6,65,180495,24606
4,12,837,3348,6,27,181281,83706
6,18,88,352,6,58,181974,8806
8,24,422,1688,6,21,182463,42206
8,24,355,1420,6,39,182517,35506
10,30,307,1228,6,13,183039,30706
10,30,305,1220,6,73,183219,30506
10,30,634,2536,6,75,183225,63406
12,36,812,3248,6,60,183780,81206
12,36,891,3564,6,33,183699,89106
16,48,920,3680,6,34,184902,92006
17,51,693,2772,6,24,185172,69306
17,51,791,3164,6,34,185202,79106
21,63,723,2892,6,53,186459,72306
22,66,558,2232,6,60,186780,55806
22,66,856,3424,6,88,186864,85606
23,69,843,3372,6,75,187125,84306
24,72,568,2272,6,91,187473,56806
24,72,848,3392,6,40,187320,84806
24,72,178,712,6,27,187281,17806
24,72,489,1956,6,77,187431,48906
25,75,835,3340,6,83,187749,83506
27,81,336,1344,6,98,188394,33606
28,84,4,16,6,56,188568,406
29,87,995,3980,6,92,188976,99506
31,93,764,3056,6,96,189588,76406
31,93,66,264,6,13,189339,6606
34,102,276,1104,6,59,190377,27606
34,102,332,1328,6,31,190293,33206
35,105,13,52,6,52,190656,1306
37,111,831,3324,6,22,191166,83106
41,123,708,2832,6,84,192552,70806
43,129,312,1248,6,83,193149,31206
44,132,271,1084,6,32,193296,27106
46,138,326,1304,6,15,193845,32606
46,138,537,2148,6,35,193905,53706
47,141,32,128,6,99,194397,3206
48,144,309,1236,6,80,194640,30906
49,147,170,680,6,91,194973,17006
49,147,50,200,6,32,194796,5006
50,150,417,1668,6,39,195117,41706
51,153,169,676,6,28,195384,16906
52,156,923,3692,6,9,195627,92306
53,159,594,2376,6,83,196149,59406
54,162,157,628,6,34,196302,15706
55,165,465,1860,6,47,196641,46506
56,168,111,444,6,75,197025,11106
58,174,852,3408,6,20,197460,85206
59,177,819,3276,6,88,197964,81906
60,180,195,780,6,32,198096,19506
60,180,471,1884,6,45,198135,47106
60,180,308,1232,6,86,198258,30806
60,180,519,2076,6,53,198159,51906
61,183,746,2984,6,80,198540,74606
61,183,603,2412,6,65,198495,60306
61,183,190,760,6,79,198537,19006
63,189,744,2976,6,22,198966,74406
64,192,802,3208,6,48,199344,80206
65,195,750,3000,6,3,199509,75006
67,201,634,2536,6,2,200106,63406
68,204,987,3948,6,34,200502,98706
70,210,928,3712,6,41,201123,92806
70,210,673,2692,6,40,201120,67306
71,213,991,3964,6,30,201390,99106
73,219,213,852,6,3,201909,21306
74,222,962,3848,6,52,202356,96206
74,222,474,1896,6,64,202392,47406
75,225,371,1484,6,9,202527,37106
75,225,443,1772,6,93,202779,44306
78,234,153,612,6,69,203607,15306
78,234,462,1848,6,39,203517,46206
79,237,333,1332,6,2,203706,33306
82,246,26,104,6,96,204888,2606
82,246,72,288,6,31,204693,7206
83,249,368,1472,6,10,204930,36806
83,249,474,1896,6,10,204930,47406
84,252,900,3600,6,79,205437,90006
85,255,270,1080,6,70,205710,27006
86,258,47,188,6,79,206037,4706
87,261,43,172,6,66,206298,4306
88,264,55,220,6,36,206508,5506
90,270,753,3012,6,67,207201,75306
91,273,445,1780,6,6,207318,44506
93,279,738,2952,6,22,207966,73806
94,282,126,504,6,60,208380,12606
95,285,264,1056,6,4,208512,26406
95,285,337,1348,6,22,208566,33706
95,285,940,3760,6,61,208683,94006
95,285,150,600,6,48,208644,15006
95,285,125,500,6,89,208767,12506
95,285,198,792,6,53,208659,19806
96,288,314,1256,6,51,208953,31406
97,291,539,2156,6,6,209118,53906
98,294,370,1480,6,17,209451,37006
98,294,457,1828,6,84,209652,45706
99,297,225,900,6,75,209925,22506
1,3,443,1772,7,90,210570,44307
2,6,74,296,7,37,210711,7407
4,12,413,1652,7,59,211377,41307
4,12,928,3712,7,56,211368,92807
5,15,765,3060,7,92,211776,76507
5,15,621,2484,7,77,211731,62107
6,18,582,2328,7,13,211839,58207
11,33,458,1832,7,63,213489,45807
14,42,370,1480,7,69,214407,37007
14,42,741,2964,7,38,214314,74107
14,42,953,3812,7,78,214434,95307
16,48,257,1028,7,88,215064,25707
17,51,626,2504,7,79,215337,62607
18,54,889,3556,7,64,215592,88907
18,54,560,2240,7,50,215550,56007
19,57,87,348,7,2,215706,8707
22,66,761,3044,7,21,216663,76107
22,66,825,3300,7,99,216897,82507
22,66,421,1684,7,86,216858,42107
22,66,110,440,7,84,216852,11007
22,66,388,1552,7,35,216705,38807
24,72,364,1456,7,53,217359,36407
24,72,662,2648,7,89,217467,66207
25,75,651,2604,7,89,217767,65107
25,75,969,3876,7,31,217593,96907
26,78,818,3272,7,54,217962,81807
26,78,243,972,7,57,217971,24307
28,84,657,2628,7,78,218634,65707
28,84,638,2552,7,12,218436,63807
30,90,582,2328,7,56,219168,58207
30,90,650,2600,7,81,219243,65007
30,90,151,604,7,68,219204,15107
30,90,126,504,7,27,219081,12607
30,90,699,2796,7,39,219117,69907
31,93,318,1272,7,75,219525,31807
31,93,463,1852,7,48,219444,46307
31,93,100,400,7,63,219489,10007
32,96,247,988,7,92,219876,24707
32,96,79,316,7,1,219603,7907
34,102,905,3620,7,75,220425,90507
34,102,670,2680,7,48,220344,67007
35,105,986,3944,7,24,220572,98607
35,105,203,812,7,37,220611,20307
38,114,260,1040,7,76,221628,26007
40,120,281,1124,7,87,222261,28107
40,120,485,1940,7,68,222204,48507
41,123,756,3024,7,74,222522,75607
42,126,808,3232,7,12,222636,80807
43,129,841,3364,7,96,223188,84107
44,132,377,1508,7,79,223437,37707
44,132,677,2708,7,5,223215,67707
45,135,278,1112,7,62,223686,27807
46,138,78,312,7,63,223989,7807
49,147,607,2428,7,61,224883,60707
51,153,848,3392,7,58,225474,84807
51,153,720,2880,7,61,225483,72007
51,153,251,1004,7,7,225321,25107
53,159,660,2640,7,16,225948,66007
55,165,229,916,7,0,226500,22907
56,168,654,2616,7,24,226872,65407
57,171,18,72,7,40,227220,1807
58,174,202,808,7,25,227475,20207
59,177,204,816,7,20,227760,20407
59,177,822,3288,7,46,227838,82207
61,183,397,1588,7,0,228300,39707
64,192,772,3088,7,38,229314,77207
66,198,203,812,7,72,230016,20307
67,201,854,3416,7,0,230100,85407
68,204,572,2288,7,58,230574,57207
69,207,767,3068,7,53,230859,76707
69,207,815,3260,7,14,230742,81507
69,207,577,2308,7,85,230955,57707
70,210,929,3716,7,98,231294,92907
70,210,445,1780,7,32,231096,44507
