A,B,C,D,E,F,G,H
52,312,407,1630,83,66,2505798,40783
67,402,254,1014,50,88,1520364,25450
88,531,565,2261,51,87,1556661,56551
89,534,48,192,40,85,1226955,4840
29,172,568,2274,69,32,2078796,56869
34,201,629,2517,96,64,2890392,62996
52,312,550,2198,51,60,1545780,55051
12,72,503,2013,96,67,2883801,50396
42,253,591,2366,79,88,2382864,59179
67,402,336,1344,67,86,2030358,33667
22,132,959,3835,44,88,1326864,95944
15,91,302,1210,11,6,334518,30211
76,457,848,3391,64,13,1942839,84864
0,-2,836,3344,6,80,180240,83606
27,159,45,179,86,5,2588115,4586
36,217,217,867,70,32,2110896,21770
12,72,191,762,73,27,2193681,19173
45,272,829,3317,86,85,2593755,82986
81,487,899,3596,75,39,2274417,89975
66,393,448,1790,36,36,1099908,44836
16,95,24,95,55,82,1655046,2455
89,534,444,1776,53,79,1616937,44453
81,487,170,678,38,71,1164513,17038
47,280,708,2832,33,3,1004109,70833
15,91,266,1064,45,25,1354575,26645
85,507,891,3564,42,45,1285635,89142
76,457,674,2694,29,30,892890,67429
55,331,374,1495,13,71,406713,37413
5,31,29,116,19,25,571575,2919
55,331,238,953,83,36,2506608,23883
44,263,673,2694,21,59,643377,67321
61,366,759,3037,38,74,1158522,75938
9,54,818,3271,6,40,182820,81806
73,436,526,2106,76,9,2301927,52676
17,100,932,3726,13,65,395295,93213
64,387,172,689,92,96,2779488,17292
52,312,920,3679,13,45,405735,92013
42,253,794,3175,21,64,642792,79421
68,410,335,1338,63,83,1910649,33563
70,422,329,1314,90,98,2721294,32990
76,457,316,1266,10,63,322989,31610
93,555,714,2858,12,40,388020,71412
26,156,979,3914,53,77,1598031,97953
7,40,400,1600,37,8,1112124,40037
64,387,580,2320,8,67,259401,58008
28,170,942,3770,44,65,1328595,94244
36,217,249,995,70,34,2110902,24970
93,555,225,902,90,7,2727921,22590
40,240,649,2597,80,6,2412018,64980
95,568,538,2150,30,65,928695,53830
85,507,841,3365,24,10,745530,84124
34,201,147,588,68,93,2050479,14768
66,393,715,2859,54,70,1640010,71554
94,563,298,1190,40,37,1228311,29840
23,138,382,1527,73,71,2197113,38273
32,195,607,2430,63,89,1899867,60763
63,378,759,3037,78,81,2359143,75978
38,229,238,953,72,43,2171529,23872
17,100,831,3325,42,7,1265121,83142
5,31,929,3717,33,79,991737,92933
24,141,144,576,71,7,2137221,14471
2,13,490,1961,29,72,870816,49029
25,147,802,3206,14,62,427686,80214
37,221,844,3374,12,10,371130,84412
8,45,188,752,8,89,242667,18808
18,109,25,100,22,45,665535,2522
53,318,454,1817,76,98,2296194,45476
82,494,992,3970,47,77,1434831,99247
94,563,263,1050,53,7,1618221,26353
73,436,622,2486,18,70,562110,62218
68,410,956,3826,74,75,2240625,95674
29,172,856,3423,58,18,1748754,85658
62,370,790,3161,71,4,2148612,79071
99,595,211,843,94,33,2849799,21194
76,457,168,673,97,22,2932866,16897
13,77,365,1460,48,84,1444152,36548
53,318,659,2637,14,79,436137,65914
22,132,418,1672,27,50,816750,41827
31,188,578,2310,56,57,1689471,57856
56,333,456,1825,71,45,2146935,45671
44,263,319,1275,52,9,1573227,31952
25,147,809,3237,26,13,787539,80926
97,581,215,859,48,21,1469163,21548
92,554,53,213,6,56,207768,5306
1,3,440,1758,56,69,1680507,44056
26,156,332,1326,81,57,2437971,33281
44,263,2,10,26,11,793233,226
78,468,23,91,75,16,2273448,2375
42,253,899,3596,60,35,1812705,89960
76,457,332,1326,42,30,1282890,33242
42,253,580,2320,94,10,2832630,58094
14,82,735,2942,61,65,1834395,73561
23,138,515,2058,43,49,1297047,51543
20,123,863,3454,59,28,1776084,86359
78,468,562,2249,50,1,1523403,56250
51,303,30,118,39,37,1185411,3039
40,240,747,2986,72,39,2172117,74772
27,159,658,2633,61,97,1838391,65861
69,411,797,3186,94,32,2840796,79794
65,388,548,2193,42,86,1279758,54842
87,524,996,3985,3,96,116388,99603
24,141,31,122,11,70,337410,3111
25,147,636,2545,91,88,2737764,63691
71,427,104,418,29,2,891306,10429
95,568,927,3706,30,3,928509,92730
26,156,163,651,78,10,2347830,16378
24,141,230,920,47,61,1417383,23047
23,138,80,319,35,88,1057164,8035
35,208,7,26,60,96,1810788,760
56,333,735,2942,13,88,407064,73513
53,318,129,515,54,95,1636185,12954
55,331,867,3467,73,39,2206617,86773
69,411,165,660,39,19,1190757,16539
20,123,713,2850,46,13,1386039,71346
13,77,93,372,21,63,634089,9321
32,195,473,1892,48,17,1449651,47348
86,514,482,1930,83,31,2515893,48283
82,494,135,538,92,91,2784873,13592
35,208,442,1770,99,2,2980506,44299
89,534,577,2309,93,3,2816709,57793
55,331,14,55,4,83,136749,1404
27,159,115,460,61,11,1838133,11561
38,229,810,3239,13,7,401421,81013
91,545,772,3086,74,45,2247435,77274
87,524,512,2049,21,34,656202,51221
2,13,287,1148,22,13,660639,28722
88,531,702,2806,46,56,1406568,70246
96,577,876,3503,62,72,1889016,87662
76,457,885,3538,7,66,232998,88507
11,66,650,2600,67,67,2013501,65067
83,498,473,1892,86,90,2605170,47386
31,188,437,1747,6,62,189486,43706
55,331,127,507,43,46,1306638,12743
4,24,40,160,1,59,31377,4001
28,170,408,1631,65,0,1958400,40865
38,229,925,3700,61,47,1841541,92561
82,494,182,728,12,71,384813,18212
4,24,409,1634,38,31,1141293,40938
84,507,996,3985,24,76,745428,99624
97,581,17,67,0,95,29385,1700
23,138,360,1442,25,62,757086,36025
61,366,240,958,67,87,2028561,24067
59,355,216,863,4,11,137733,21604
21,123,802,3206,42,96,1266588,80242
53,318,652,2610,30,17,915951,65230
13,77,392,1570,11,83,334149,39211
96,577,882,3530,9,35,298905,88209
62,370,513,2054,92,80,2778840,51392
78,468,390,1560,26,51,803553,39026
97,581,111,446,66,50,2009250,11166
45,272,265,1061,71,41,2143623,26571
53,318,914,3656,19,98,586194,91419
58,347,628,2514,69,74,2087622,62869
3,15,900,3598,59,83,1771149,90059
29,172,198,790,42,70,1268910,19842
27,159,977,3910,66,48,1988244,97766
92,554,407,1630,33,76,1017828,40733
48,291,366,1465,36,14,1094442,36636
9,54,871,3483,56,3,1682709,87156
27,159,673,2694,96,21,2888163,67396
67,402,220,882,48,94,1460382,22048
8,45,493,1971,36,38,1082514,49336
66,393,683,2734,6,14,199842,68306
2,13,135,538,34,5,1020615,13534
44,263,176,702,93,90,2803470,17693
92,554,875,3499,70,86,2127858,87570
67,402,324,1294,65,74,1970322,32465
76,457,15,60,69,41,2092923,1569
12,72,434,1738,57,9,1713627,43457
12,72,658,2633,32,1,963603,65832
19,115,941,3765,14,55,425865,94114
62,370,932,3726,69,63,2088789,93269
18,109,810,3239,99,63,2975589,81099
88,531,746,2986,50,61,1526583,74650
62,370,245,980,48,49,1458747,24548
52,312,598,2394,79,89,2385867,59879
28,170,983,3933,99,8,2978424,98399
68,410,286,1145,56,7,1700421,28656
68,410,748,2991,4,0,140400,74804
98,585,51,203,53,84,1619652,5153
52,312,188,752,73,17,2205651,18873
13,77,212,849,70,39,2104017,21270
56,333,57,230,65,42,1966926,5765
19,115,164,658,33,36,995808,16433
93,555,667,2666,64,19,1947957,66764
42,253,465,1861,48,34,1452702,46548
84,507,721,2886,18,77,565431,72118
9,54,872,3488,82,50,2462850,87282
1,3,515,2058,88,10,2640330,51588
45,272,527,2106,47,39,1423617,52747
16,95,775,3100,3,32,94896,77503
8,45,46,186,93,15,2792445,4693
59,355,653,2610,31,22,947766,65331
1,3,719,2875,2,44,60432,71902
15,91,316,1266,63,38,1894614,31663
5,31,21,86,13,24,391572,2113
37,221,807,3227,53,51,1601253,80753
30,182,709,2835,98,50,2949150,70998
30,182,524,2096,97,23,2919069,52497
57,340,111,446,72,68,2177304,11172
96,577,681,2726,75,2,2278806,68175
97,581,427,1707,82,83,2489349,42782
97,581,976,3904,47,23,1439169,97647
32,195,518,2072,79,90,2379870,51879
79,474,504,2015,57,84,1733952,50457
40,240,530,2119,16,65,492195,53016
65,388,533,2131,69,70,2089710,53369
38,229,604,2418,2,15,71445,60402
25,147,310,1240,56,3,1687509,31056
69,411,997,3986,59,32,1790796,99759
12,72,29,116,44,88,1323864,2944
7,40,269,1078,50,3,1502109,26950
26,156,659,2637,71,84,2138052,65971
51,303,160,639,83,60,2505480,16083
27,159,516,2062,80,30,2408190,51680
97,581,732,2929,80,45,2429235,73280
77,461,658,2633,32,18,983154,65832
44,263,80,319,86,1,2593203,8086
60,363,221,886,95,16,2868048,22195
16,95,684,2737,41,41,1234923,68441
74,442,364,1454,23,68,712404,36423
95,568,999,3994,47,35,1438605,99947
96,577,549,2195,47,75,1439025,54947
12,72,714,2858,6,99,183897,71406
38,229,860,3438,9,33,281499,86009
10,62,566,2265,16,77,483231,56616
70,422,393,1571,61,19,1851057,39361
54,321,198,790,46,76,1396428,19846
54,321,623,2494,97,88,2926464,62397
26,156,208,832,70,17,2107851,20870
17,100,237,947,20,50,605250,23720
98,585,347,1386,5,1,179403,34705
59,355,125,502,26,16,797748,12526
60,363,808,3232,14,3,438009,80814
88,531,431,1723,39,9,1196427,43139
38,229,384,1537,99,5,2981415,38499
37,221,189,755,61,29,1841187,18961
41,249,639,2556,28,92,852576,63928
37,221,682,2730,29,97,881391,68229
73,436,425,1699,79,77,2392131,42579
50,301,73,290,43,2,1305006,7343
25,147,370,1479,83,33,2497599,37083
47,280,331,1322,37,77,1124331,33137
88,531,14,55,39,51,1196553,1439
64,387,367,1469,64,58,1939374,36764
75,450,33,130,65,62,1972686,3365
28,170,323,1292,98,42,2948526,32398
40,240,967,3867,67,18,2022054,96767
76,457,606,2422,92,70,2783010,60692
55,331,625,2500,43,35,1306605,62543
36,217,350,1402,88,27,2650881,35088
16,95,680,2721,34,65,1024995,68034
38,229,535,2138,55,51,1661553,53555
96,577,526,2106,70,71,2129013,52670
81,487,820,3281,99,50,2994450,82099
65,388,266,1064,18,45,559635,26618
19,115,761,3044,3,7,95721,76103
28,170,583,2333,79,76,2378628,58379
95,568,706,2823,93,52,2818656,70693
24,141,831,3325,71,0,2137200,83171
55,331,868,3471,5,85,166755,86805
98,585,373,1493,66,31,2009493,37366
19,115,658,2633,84,87,2525961,65884
72,435,295,1179,1,48,51744,29501
67,402,142,570,55,77,1670331,14255
57,340,632,2528,2,88,77364,63202
13,77,939,3758,70,22,2103966,93970
36,217,415,1660,63,76,1901028,41563
64,387,817,3269,76,75,2299425,81776
40,240,723,2891,2,26,72078,72302
24,141,851,3403,32,46,967338,85132
30,182,310,1240,47,64,1419192,31047
74,442,837,3348,47,42,1432326,83747
26,156,567,2269,69,88,2078064,56769
2,13,272,1086,78,66,2340798,27278
53,318,879,3516,59,84,1786152,87959
63,378,582,2327,79,13,2388939,58279
56,333,357,1428,66,62,1996986,35766
94,563,888,3550,56,61,1708383,88856
72,435,93,372,54,62,1641786,9354
48,291,354,1418,67,66,2024598,35467
26,156,870,3481,40,25,1207875,87040
18,109,122,488,44,89,1325667,12244
32,195,606,2422,78,48,2349744,60678
96,577,548,2193,31,69,959007,54831
74,442,26,102,32,31,982293,2632
71,427,518,2072,92,61,2781483,51892
19,115,473,1892,67,55,2015865,47367
71,427,65,258,15,11,471333,6515
1,3,249,995,59,59,1770477,24959
89,534,52,206,24,80,746940,5224
19,115,928,3714,59,24,1775772,92859
89,534,133,531,58,36,1766808,13358
56,333,489,1958,3,28,106884,48903
15,91,210,842,24,83,724749,21024
41,249,3,10,99,33,2982399,399
44,263,911,3644,85,82,2563446,91185
14,82,973,3890,59,81,1774443,97359
87,524,693,2774,67,98,2036394,69367
62,370,811,3243,0,41,18723,81100
56,333,513,2054,58,12,1756836,51358
82,494,982,3929,88,51,2664753,98288
18,109,18,72,25,92,755676,1825
43,257,457,1826,91,29,2742987,45791
78,468,338,1352,63,55,1913565,33863
66,393,331,1322,27,61,829983,33127
52,312,698,2792,90,96,2715888,69890
76,457,271,1086,18,72,563016,27118
15,91,717,2869,39,45,1174635,71739
59,355,407,1630,44,7,1337721,40744
54,321,937,3747,60,79,1816437,93760
22,132,252,1007,15,96,456888,25215
23,138,128,511,1,74,37122,12801
23,138,232,928,84,44,2527032,23284
75,450,130,522,57,60,1732680,13057
27,159,687,2748,23,18,698154,68723
94,563,399,1595,41,80,1258440,39941
5,31,473,1892,76,17,2281551,47376
11,66,487,1950,31,59,933477,48731
56,333,12,50,78,29,2356887,1278
41,249,740,2960,31,54,942462,74031
43,257,284,1135,18,9,552927,28418
41,249,195,780,10,42,312426,19510
16,95,403,1611,69,76,2075028,40369
87,524,986,3946,44,60,1346280,98644
88,531,250,999,96,35,2906505,25096
40,240,611,2444,16,53,492159,61116
48,291,403,1611,38,11,1154433,40338
0,-2,843,3370,66,69,1980207,84366
2,13,852,3407,17,76,510828,85217
71,427,869,3475,75,13,2271339,86975
85,507,73,290,23,14,715542,7323
80,477,847,3387,95,33,2874099,84795
22,132,109,437,19,62,576786,10919
56,333,646,2582,39,9,1186827,64639
12,72,252,1007,85,22,2553666,25285
38,229,130,522,34,58,1031574,13034
88,531,107,428,71,15,2156445,10771
8,45,348,1391,95,41,2852523,34895
30,182,488,1954,57,58,1719174,48857
21,123,734,2936,71,63,2136489,73471
8,45,611,2444,16,4,482412,61116
51,303,540,2158,42,32,1275396,54042
16,95,304,1214,93,59,2794977,30493
88,531,900,3598,64,92,1946676,90064
48,291,956,3826,25,2,764406,95625
28,170,952,3809,59,31,1778493,95259
7,40,624,2498,22,37,662211,62422
56,333,14,55,25,15,766845,1425
19,115,585,2340,53,16,1595748,58553
33,197,763,3052,30,34,910002,76330
13,77,318,1274,62,7,1863921,31862
76,457,10,39,42,88,1283064,1042
21,123,944,3774,75,49,2256447,94475
36,217,300,1202,64,43,1930929,30064
42,253,519,2078,95,76,2862828,51995
85,507,697,2786,85,45,2575635,69785
13,77,843,3370,47,0,1413900,84347
39,237,314,1258,65,41,1961823,31465
77,461,691,2764,48,90,1463370,69148
36,217,545,2178,85,74,2561022,54585
49,295,87,348,38,63,1154889,8738
61,366,27,106,58,5,1758315,2758
87,524,176,702,19,77,596331,17619
64,387,102,410,52,37,1579311,10252
68,410,35,140,56,45,1700535,3556
57,340,48,192,50,67,1517301,4850
62,370,704,2816,22,54,678762,70422
23,138,952,3809,8,14,246942,95208
80,477,638,2554,24,20,744060,63824
43,257,437,1747,8,63,253089,43708
12,72,888,3550,61,79,1833837,88861
11,66,912,3646,20,35,603405,91220
24,141,117,469,90,96,2707488,11790
47,280,763,3052,25,84,764352,76325
26,156,305,1221,78,38,2347914,30578
46,274,450,1798,86,33,2593899,45086
46,274,786,3144,44,77,1334031,78644
61,366,389,1557,18,35,558405,38918
50,301,465,1861,6,56,195168,46506
11,66,468,1871,20,25,603375,46820
0,-2,177,706,99,51,2970153,17799
4,24,506,2024,7,73,211419,50607
71,427,427,1707,38,0,1161300,42738
48,291,681,2726,93,52,2804556,68193
33,197,718,2872,49,98,1480194,71849
69,411,249,995,91,73,2750919,24991
22,132,845,3382,66,48,1986744,84566
8,45,376,1504,33,1,992403,37633
54,321,275,1098,59,14,1786242,27559
90,539,911,3644,83,80,2517240,91183
62,370,42,167,29,23,888669,4229
9,54,340,1362,63,61,1892883,34063
65,388,801,3204,12,50,379650,80112
25,147,981,3922,28,50,847650,98128
70,422,371,1482,87,96,2631288,37187
32,195,917,3668,38,95,1149885,91738
29,172,461,1844,7,45,218835,46107
85,507,692,2767,53,77,1615731,69253
78,468,930,3721,36,0,1103400,93036
15,91,743,2971,43,1,1294503,74343
93,555,992,3970,51,99,1558197,99251
59,355,647,2589,84,11,2537733,64784
52,312,792,3166,53,53,1605759,79253
25,147,297,1187,87,79,2617737,29787
2,13,275,1098,24,93,720879,27524
8,45,833,3332,59,9,1772427,83359
15,91,319,1275,8,61,244683,31908
59,355,100,399,87,22,2627766,10087
76,457,717,2869,43,18,1312854,71743
63,378,998,3990,4,0,138900,99804
28,170,442,1770,60,24,1808472,44260
5,31,920,3679,4,96,121788,92004
87,524,161,645,82,55,2486265,16182
73,436,705,2822,10,56,322068,70510
1,3,490,1961,48,85,1440555,49048
81,487,535,2138,41,63,1254489,53541
55,331,985,3941,45,79,1366737,98545
16,95,886,3545,85,69,2555007,88685
93,555,361,1444,29,91,898173,36129
67,402,551,2205,15,84,470352,55115
25,147,926,3706,73,30,2197590,92673
0,-2,496,1986,97,76,2910228,49697
92,554,632,2528,58,81,1767843,63258
39,237,895,3579,88,7,2651721,89588
36,217,413,1652,27,92,821076,41327
83,498,505,2020,58,81,1765143,50558
4,24,864,3455,14,25,421275,86414
83,498,607,2430,52,9,1584927,60752
93,555,98,390,93,51,2818053,9893
93,555,57,230,15,81,478143,5715
95,568,916,3665,49,2,1498506,91649
79,474,185,741,3,58,113874,18503
92,554,593,2371,24,13,747639,59324
50,301,308,1233,62,30,1875090,30862
98,585,489,1958,65,20,1979460,48965
12,72,871,3483,71,73,2133819,87171
60,363,255,1018,6,59,198177,25506
46,274,236,944,6,19,193857,23606
8,45,439,1754,45,18,1352454,43945
55,331,955,3818,11,55,346665,95511
21,123,106,425,95,54,2856462,10695
64,387,702,2806,5,69,169407,70205
11,66,568,2274,41,37,1233411,56841
78,468,832,3328,94,13,2843439,83294
75,450,958,3834,75,45,2272635,95875
28,170,415,1660,84,54,2528562,41584
66,393,61,246,83,41,2509923,6183
25,147,676,2705,27,19,817557,67627
40,240,752,3009,54,66,1632198,75254
87,524,406,1622,3,96,116388,40603
59,355,252,1007,68,41,2057823,25268
24,141,800,3201,44,43,1327329,80044
55,331,450,1798,68,76,2056728,45068
54,321,374,1495,7,97,226491,37407
16,95,512,2049,44,71,1325013,51244
55,331,337,1349,62,85,1876755,33762
8,45,392,1570,20,5,602415,39220
41,249,860,3438,89,81,2682543,86089
14,82,121,486,76,31,2284293,12176
94,563,885,3538,96,68,2908404,88596
69,411,681,2726,99,75,2990925,68199
32,195,285,1141,74,28,2229684,28574
4,24,343,1370,50,11,1501233,34350
72,435,990,3958,29,70,891810,99029
40,240,329,1314,47,99,1422297,32947
29,172,291,1166,11,88,338964,29111
71,427,745,2980,50,84,1521552,74550
64,387,554,2217,96,71,2899413,55496
93,555,51,203,20,4,627912,5120
24,141,469,1875,36,44,1087332,46936
27,159,310,1240,76,15,2288145,31076
64,387,650,2600,68,50,2059350,65068
58,347,465,1861,6,71,197613,46506
96,577,111,446,27,25,838875,11127
32,195,463,1854,73,27,2199681,46373
54,321,185,741,4,1,136203,18504
76,457,212,849,7,52,232956,21207
28,170,128,511,88,16,2648448,12888
7,40,980,3919,95,46,2852238,98095
24,141,636,2545,74,79,2227437,63674
50,301,779,3118,99,1,2985003,77999
39,237,193,772,46,32,1391796,19346
96,577,99,397,40,1,1228803,9940
36,217,45,179,15,97,461091,4515
77,461,633,2534,58,52,1763256,63358
5,31,583,2333,99,95,2971785,58399
77,461,891,3564,56,17,1703151,89156
73,436,445,1781,16,17,501951,44516
97,581,818,3271,8,55,269265,81808
63,378,837,3348,82,57,2479071,83782
17,100,386,1542,5,38,155214,38605
1,3,147,588,66,20,1980360,14766
11,66,941,3765,17,15,513345,94117
65,388,159,635,75,23,2269569,15975
93,555,430,1719,65,66,1978098,43065
6,39,311,1246,65,5,1951815,31165
97,581,647,2589,81,3,2459109,64781
47,280,655,2621,1,47,44241,65501
7,40,461,1844,16,7,482121,46116
51,303,983,3933,44,64,1335492,98344
67,402,702,2806,54,83,1640349,70254
99,595,434,1738,44,9,1349727,43444
68,410,438,1750,67,7,2030421,43867
89,534,717,2869,32,57,986871,71732
84,507,277,1110,37,60,1135380,27737
57,340,364,1454,7,58,227274,36407
6,39,764,3054,61,0,1831800,76461
47,280,729,2918,51,93,1544379,72951
11,66,486,1946,46,15,1383345,48646
99,595,94,375,43,21,1319763,9443
78,468,545,2178,31,4,953412,54531
69,411,167,670,98,71,2960913,16798
44,263,236,944,66,44,1993332,23666
50,301,558,2231,2,86,75258,55802
57,340,607,2430,26,49,797247,60726
41,249,916,3665,85,73,2562519,91685
12,72,529,2116,70,11,2103633,52970
44,263,38,152,64,28,1933284,3864
35,208,477,1906,72,75,2170725,47772
57,340,672,2688,40,4,1217112,67240
67,402,234,934,0,82,20346,23400
25,147,433,1731,56,64,1687692,43356
35,208,715,2859,62,84,1870752,71562
36,217,284,1135,64,80,1931040,28464
85,507,534,2138,18,36,565608,53418
71,427,344,1374,77,35,2331405,34477
42,253,766,3062,18,45,552735,76618
8,45,394,1576,75,68,2252604,39475
21,123,312,1247,91,3,2736309,31291
79,474,559,2238,4,45,143835,55904
55,331,424,1695,12,53,376659,42412
89,534,241,966,18,33,566799,24118
74,442,519,2078,90,98,2722494,51990
51,303,926,3706,70,80,2115540,92670
79,474,710,2838,82,97,2483991,71082
67,402,573,2291,98,49,2960247,57398
53,318,999,3994,36,95,1096185,99936
78,468,288,1154,37,30,1133490,28837
4,24,925,3700,27,51,811353,92527
53,318,437,1747,33,67,1006101,43733
99,595,169,675,72,61,2189883,16972
90,539,210,842,12,82,387246,21012
8,45,970,3880,78,37,2342511,97078
19,115,121,486,54,65,1625895,12154
78,468,545,2178,47,65,1433595,54547
71,427,481,1924,17,83,531549,48117
95,568,740,2960,85,37,2578611,74085
17,100,25,100,31,94,935382,2531
94,563,942,3770,73,84,2218452,94273
88,531,685,2738,11,1,356403,68511
44,263,327,1310,4,89,133467,32704
3,15,989,3957,6,59,181077,98906
80,477,948,3794,61,36,1854108,94861
47,280,467,1867,27,72,824316,46727
24,141,23,91,14,18,427254,2314
50,301,359,1438,7,50,225150,35907
32,195,675,2699,36,34,1089702,67536
0,-2,463,1854,98,82,2940246,46398
93,555,813,3252,38,26,1167978,81338
33,197,210,842,11,99,340197,21011
25,147,863,3454,31,22,937566,86331
5,31,851,3403,6,21,181563,85106
47,280,825,3301,70,45,2114235,82570
39,237,852,3407,85,34,2561802,85285
