A,B,C,D,E,F,G,H
63,377,837,3347,95,23,2868969,377
29,175,140,559,95,92,2858976,175
89,535,88,352,65,2,1976706,535
79,473,487,1947,18,95,563985,473
22,130,751,3002,50,11,1506633,130
41,249,690,2760,41,17,1242351,249
2,15,346,1386,1,53,30759,15
46,276,498,1993,83,76,2504028,276
41,249,228,913,58,29,1752387,249
64,387,20,81,66,23,1999269,387
4,23,135,538,8,19,241257,23
85,509,148,591,98,1,2965503,509
73,440,321,1283,2,62,82086,440
31,189,224,897,85,64,2559492,189
57,339,968,3870,16,25,497175,339
51,305,623,2491,91,33,2745399,305
4,23,503,2012,28,66,841398,23
88,528,326,1303,9,8,296424,528
65,393,609,2436,30,15,919545,393
77,465,491,1962,20,9,623127,465
60,362,539,2158,56,15,1698045,362
22,130,109,437,19,99,576897,130
53,320,279,1117,84,3,2535909,320
70,418,971,3883,36,63,1101189,418
94,564,829,3316,31,55,958365,564
10,60,467,1868,71,37,2133111,60
53,320,280,1122,60,89,1816167,320
9,56,890,3560,87,31,2612793,56
43,260,286,1143,52,69,1573107,260
58,346,343,1372,33,98,1007694,346
58,346,464,1858,25,74,767622,346
60,362,807,3229,86,76,2598228,362
54,323,417,1667,0,17,16251,323
33,198,605,2421,65,82,1960146,198
25,148,800,3199,11,47,337641,148
88,528,110,441,68,59,2066577,528
90,537,284,1137,49,40,1497120,537
46,276,756,3026,30,61,913983,276
73,440,155,618,19,89,592167,440
10,60,680,2722,30,68,903204,60
3,18,384,1535,84,81,2521143,18
77,465,816,3264,94,39,2843217,465
32,189,475,1898,59,19,1779657,189
62,371,285,1140,22,1,678603,371
50,299,346,1386,75,6,2265018,299
37,225,643,2574,26,40,791220,225
74,444,209,834,71,25,2152275,444
45,272,163,654,99,37,2983611,272
4,23,863,3454,4,40,121320,23
67,404,812,3248,92,57,2780271,404
5,30,439,1757,61,25,1831575,30
57,339,643,2574,25,90,767370,339
39,237,884,3538,89,22,2681766,237
74,444,22,88,37,3,1132209,444
97,584,349,1395,72,88,2189364,584
32,189,614,2456,83,69,2499807,189
43,260,344,1374,76,10,2292930,260
25,148,677,2707,45,77,1357731,148
57,339,142,569,26,17,797151,339
22,130,135,538,61,2,1836606,130
97,584,629,2518,32,1,989103,584
30,179,326,1303,33,84,999252,179
74,444,775,3098,64,20,1942260,444
71,425,478,1913,29,16,891348,425
49,296,300,1201,42,68,1274904,296
65,393,916,3664,13,27,409581,393
41,249,984,3934,22,48,672444,249
41,249,730,2921,46,37,1392411,249
21,123,477,1906,93,47,2796441,123
7,42,959,3838,51,95,1532385,42
68,410,486,1946,94,6,2840418,410
54,323,176,704,0,6,16218,323
45,272,254,1017,99,86,2983758,272
23,141,666,2664,72,49,2167047,141
69,414,643,2574,9,98,290994,414
39,237,797,3188,60,47,1811841,237
14,86,924,3697,29,39,874317,86
57,339,565,2258,47,77,1427331,339
14,86,348,1394,51,38,1534314,86
94,564,804,3214,16,44,508332,564
40,243,209,834,89,96,2682288,243
77,465,236,946,50,20,1523160,465
68,410,881,3526,52,66,1580598,410
96,573,952,3806,24,52,748956,573
82,489,801,3204,93,62,2814786,489
48,289,580,2319,29,13,884439,289
11,63,172,690,72,91,2163573,63
55,331,297,1186,86,25,2596575,331
65,393,476,1903,16,2,499506,393
31,189,663,2652,9,32,279396,189
76,455,301,1202,50,92,1523076,455
68,410,274,1094,78,89,2360667,410
38,227,751,3002,68,42,2051526,227
13,76,761,3043,38,39,1144017,76
52,310,845,3379,99,8,2985624,310
60,362,1,3,66,33,1998099,362
53,320,164,657,64,75,1936125,320
99,594,365,1460,37,76,1139928,594
29,175,838,3354,62,68,1868904,175
51,305,488,1953,67,0,2025300,305
33,198,992,3966,12,55,370065,198
44,262,584,2336,12,27,373281,262
64,387,207,830,44,83,1339449,387
82,489,637,2550,65,14,1974642,489
31,189,26,104,45,11,1359333,189
68,410,534,2136,92,12,2780436,410
3,18,917,3666,38,33,1140999,18
25,148,748,2992,29,35,877605,148
73,440,919,3676,77,33,2331999,440
44,262,820,3279,45,77,1363431,262
44,262,712,2846,50,70,1513410,262
63,377,313,1253,16,45,499035,377
57,339,900,3601,96,73,2897319,339
93,559,712,2846,67,91,2038173,559
96,573,955,3818,98,58,2968974,573
72,433,267,1070,79,12,2391636,433
16,94,582,2326,88,47,2644941,94
93,559,927,3707,93,91,2818173,559
84,507,545,2180,5,17,175251,507
87,521,198,792,15,97,476391,521
41,249,446,1782,76,89,2292567,249
11,63,64,256,66,90,1983570,63
1,8,237,948,4,61,120483,8
98,585,69,276,39,28,1199484,585
24,143,629,2518,3,37,97311,143
65,393,728,2913,89,91,2689773,393
33,198,593,2371,41,60,1240080,198
86,516,111,445,97,42,2935926,516
37,225,980,3920,55,54,1661262,225
20,119,412,1646,57,94,1716282,119
38,227,174,698,45,72,1361616,227
22,130,995,3981,32,88,966864,130
76,455,383,1530,6,89,203067,455
3,18,652,2609,19,11,570933,18
40,243,31,123,42,1,1272003,243
99,594,771,3084,76,89,2309967,594
65,393,845,3379,15,97,469791,393
49,296,770,3079,28,74,854922,296
80,478,541,2164,64,79,1944237,478
41,249,771,3084,18,47,552441,249
49,296,970,3878,5,45,164835,296
15,90,882,3526,65,93,1954779,90
23,141,290,1158,38,23,1146969,141
32,189,411,1644,32,35,969705,189
22,130,227,908,72,35,2166705,130
23,141,9,37,91,66,2737098,141
23,141,852,3410,20,15,606945,141
38,227,336,1345,63,59,1901577,227
18,108,195,781,33,30,995490,108
47,285,813,3252,41,79,1244337,285
12,71,975,3901,45,63,1353789,71
85,509,48,190,3,44,115632,509
52,310,522,2090,66,6,1995618,310
5,30,209,834,35,73,1051719,30
26,157,100,401,14,86,428058,157
34,203,899,3598,1,61,40383,203
11,63,776,3106,9,60,273480,63
24,143,135,538,62,83,1867449,143
46,276,566,2266,95,31,2863893,276
17,105,473,1891,44,53,1325259,105
73,440,274,1094,59,16,1791948,440
33,198,257,1029,17,59,520077,198
19,117,631,2525,66,0,1985700,117
12,71,345,1381,74,84,2223852,71
94,564,806,3225,40,53,1228359,564
24,143,383,1530,56,7,1687221,143
65,393,958,3830,38,1,1159503,393
58,346,926,3705,85,20,2567460,346
69,414,513,2054,74,18,2240754,414
41,249,710,2841,83,4,2502312,249
12,71,491,1962,38,65,1143795,71
76,455,262,1050,74,45,2242935,455
86,516,917,3666,78,4,2365812,516
43,260,721,2883,29,35,883005,260
57,339,838,3354,36,26,1097178,339
44,262,210,839,23,16,703248,262
59,353,494,1978,91,50,2747850,353
0,-2,359,1436,79,86,2370258,-2
65,393,642,2567,33,36,1009608,393
75,450,855,3421,1,44,52632,450
76,455,579,2317,58,67,1763001,455
88,528,448,1794,79,24,2396472,528
15,90,355,1422,18,19,544557,90
88,528,740,2960,1,71,56613,528
23,141,665,2658,77,41,2317023,141
41,249,704,2814,58,87,1752561,249
24,143,220,880,74,56,2227368,143
40,243,818,3273,57,13,1722039,243
17,105,597,2390,21,52,635256,105
87,521,94,376,3,72,116316,521
44,262,792,3169,69,97,2083491,262
3,18,99,397,19,28,570984,18
70,418,503,2012,84,89,2541267,418
83,496,320,1278,89,28,2694984,496
66,396,606,2426,84,19,2539857,396
23,141,220,880,41,79,1237137,141
55,331,275,1099,37,43,1126629,331
32,189,224,897,43,12,1299636,189
61,365,387,1550,55,29,1668387,365
46,276,987,3947,88,34,2653902,276
31,189,322,1287,62,60,1869480,189
71,425,893,3574,57,47,1731441,425
16,94,220,880,74,71,2225013,94
95,569,218,874,31,12,958536,569
60,362,174,698,92,13,2778039,362
44,262,289,1156,20,75,613425,262
85,509,146,586,28,36,865608,509
93,559,670,2678,95,76,2878128,559
93,559,767,3069,16,91,508173,559
62,371,626,2505,74,67,2238801,371
56,338,400,1602,93,51,2806953,338
58,346,303,1211,75,8,2267424,346
45,272,689,2757,93,69,2803707,272
35,213,388,1551,24,15,730545,213
60,362,809,3236,36,73,1098219,362
61,365,956,3826,76,1,2298303,365
38,227,266,1063,41,40,1241520,227
31,189,937,3748,27,29,819387,189
67,404,141,565,77,84,2330352,404
29,175,779,3118,83,40,2498820,175
60,362,472,1888,35,62,1068186,362
80,478,446,1782,94,38,2844114,478
13,76,565,2258,43,0,1293900,76
56,338,184,737,25,57,766971,338
13,76,670,2678,6,16,183948,76
12,71,905,3619,32,49,963747,71
57,339,779,3118,10,30,317190,339
13,76,176,704,42,81,1264143,76
79,473,981,3922,46,11,1403733,473
80,478,862,3450,19,29,594087,478
21,123,911,3645,64,1,1926303,123
90,537,181,723,92,59,2787177,537
93,559,485,1938,52,73,1588119,559
84,507,746,2985,97,68,2935404,507
11,63,517,2066,34,50,1023450,63
76,455,101,405,87,25,2632875,455
1,8,707,2830,45,71,1350513,8
29,175,251,1005,5,68,158904,175
20,119,10,39,26,31,786093,119
17,105,911,3645,15,43,455229,105
74,444,689,2757,78,51,2362353,444
43,260,308,1232,21,56,643068,260
20,119,31,123,44,12,1326036,119
87,521,78,313,77,10,2336130,521
27,163,440,1759,16,47,488241,163
95,569,501,2002,35,20,1078560,569
30,179,376,1504,77,14,2319042,179
91,544,731,2924,82,19,2487357,544
65,393,870,3481,34,13,1039539,393
32,189,74,295,41,12,1239636,189
18,108,731,2924,92,37,2765511,108
59,353,293,1170,43,15,1307745,353
83,496,163,654,93,50,2815050,496
13,76,957,3830,45,17,1353951,76
67,404,663,2652,35,97,1070391,404
48,289,776,3106,29,72,884616,289
88,528,126,506,76,21,2306463,528
12,71,451,1806,93,63,2793789,71
22,130,775,3098,37,38,1116714,130
27,163,322,1287,30,57,908271,163
89,535,255,1020,56,57,1706871,535
11,63,627,2508,5,96,153588,63
60,362,1,3,53,90,1608270,362
7,42,242,968,15,98,452394,42
90,537,374,1495,84,55,2547165,537
25,148,672,2686,60,9,1807527,148
35,213,818,3273,81,41,2440623,213
89,535,427,1710,39,51,1196853,535
61,365,774,3097,84,52,2538456,365
51,305,973,3890,21,99,645597,305
75,450,130,522,14,74,442722,450
88,528,294,1178,9,28,296484,528
2,15,884,3538,96,11,2880633,15
16,94,11,45,34,57,1024971,94
35,213,764,3054,88,46,2650638,213
62,371,668,2671,13,38,408714,371
49,296,115,460,22,39,674817,296
45,272,333,1331,57,73,1723719,272
82,489,903,3610,13,9,414627,489
7,42,966,3864,96,41,2882223,42
51,305,653,2612,47,10,1425330,305
51,305,945,3780,25,21,765363,305
77,465,214,858,67,93,2033379,465
86,516,154,615,41,67,1256001,516
56,338,292,1167,21,15,646845,338
80,478,66,265,48,96,1464288,478
23,141,245,982,4,22,126966,141
81,483,715,2860,98,62,2964486,483
88,528,227,908,68,37,2066511,528
24,143,332,1326,18,59,547377,143
73,440,14,54,21,79,652137,440
19,117,574,2295,65,53,1955859,117
50,299,975,3901,25,31,765093,299
94,564,220,880,44,40,1348320,564
90,537,942,3766,54,9,1647027,537
87,521,995,3981,99,99,2996397,521
88,528,852,3410,99,16,2996448,528
2,15,205,819,27,26,810678,15
1,8,453,1813,36,68,1080504,8
35,213,178,712,21,26,640578,213
83,496,914,3656,63,86,1915158,496
90,537,608,2430,10,30,327090,537
86,516,220,880,68,68,2066004,516
91,544,314,1257,56,45,1707435,544
50,299,824,3294,93,85,2805255,299
81,483,456,1824,4,72,144516,483
74,444,157,629,96,1,2902203,444
36,219,151,603,98,83,2951049,219
3,18,518,2071,89,25,2670975,18
12,71,514,2054,74,53,2223759,71
26,157,405,1619,73,96,2198088,157
23,141,742,2967,16,13,486939,141
77,465,338,1353,67,75,2033325,465
78,467,492,1966,69,49,2093547,467
41,249,601,2405,87,46,2622438,249
91,544,78,313,89,5,2697315,544
69,414,544,2176,25,86,770958,414
5,30,761,3043,53,10,1591530,30
70,418,959,3838,6,86,201258,418
81,483,481,1925,46,13,1404339,483
97,584,628,2513,91,38,2759214,584
15,90,958,3830,85,74,2554722,90
52,310,134,538,82,85,2475855,310
37,225,961,3846,0,71,11313,225
99,594,82,329,66,27,2009781,594
86,516,196,783,80,24,2425872,516
10,60,329,1316,18,47,543141,60
9,56,294,1178,70,11,2102733,56
98,585,154,615,59,94,1799682,585
48,289,212,848,64,69,1934607,289
98,585,894,3578,57,37,1739511,585
79,473,689,2757,52,20,1583760,473
33,198,807,3229,36,67,1090101,198
15,90,572,2286,37,67,1114701,90
97,584,383,1530,88,38,2669214,584
74,444,448,1794,30,83,922449,444
1,8,125,501,15,14,450342,8
95,569,865,3459,32,27,988581,569
58,346,668,2671,41,9,1247427,346
75,450,401,1605,9,58,292674,450
93,559,386,1545,60,39,1828017,559
92,553,383,1530,57,39,1737717,553
60,362,371,1486,68,15,2058045,362
13,76,517,2066,69,81,2074143,76
72,433,780,3119,61,8,1851624,433
0,-2,210,839,53,58,1590174,-2
32,189,238,952,94,73,2829819,189
26,157,720,2882,53,92,1598076,157
21,123,850,3399,39,52,1176456,123
13,76,458,1830,28,71,844113,76
46,276,158,632,0,23,13869,276
14,86,869,3477,16,0,484200,86
12,71,190,758,17,45,513735,71
77,465,371,1486,66,19,2003157,465
99,594,738,2951,53,29,1619787,594
85,509,603,2412,70,25,2125575,509
72,433,713,2854,80,54,2421762,433
96,573,142,569,68,57,2068971,573
63,377,36,142,8,55,259065,377
92,553,931,3726,25,68,777804,553
44,262,74,295,88,70,2653410,262
4,23,487,1947,32,28,961284,23
63,377,669,2678,39,47,1189041,377
4,23,653,2612,78,90,2341470,23
76,455,603,2412,26,90,803070,455
10,60,57,226,56,49,1683147,60
2,15,158,632,92,58,2760774,15
56,338,201,802,80,89,2417067,338
65,393,519,2076,85,90,2569770,393
62,371,222,888,10,3,318609,371
42,255,785,3140,13,74,402822,255
19,117,10,39,83,21,2495763,117
18,108,631,2525,61,46,1835538,108
99,594,637,2550,73,81,2219943,594
29,175,602,2409,44,62,1328886,175
11,63,19,74,50,51,1503453,63
80,478,891,3565,60,95,1824285,478
44,262,273,1091,90,22,2713266,262
54,323,230,919,34,81,1036443,323
19,117,736,2942,52,94,1565982,117
66,396,389,1555,8,23,259869,396
11,63,85,342,63,15,1893345,63
42,255,735,2938,24,8,732624,255
15,90,582,2326,4,78,124734,90
9,56,709,2838,75,3,2252709,56
48,289,628,2513,41,83,1244649,289
80,478,918,3672,72,51,2184153,478
65,393,251,1005,52,57,1579671,393
7,42,66,265,12,35,362205,42
21,123,981,3922,44,57,1326471,123
86,516,541,2164,72,68,2186004,516
35,213,904,3617,67,59,2020677,213
99,594,109,437,11,89,359967,594
58,346,577,2310,96,52,2897556,346
78,467,980,3920,76,79,2303637,467
69,414,134,538,58,11,1760733,414
50,299,467,1868,84,27,2535081,299
84,507,993,3974,65,44,1975332,507
83,496,486,1946,79,21,2394963,496
94,564,678,2714,83,20,2518260,564
56,338,18,72,21,49,646947,338
12,71,856,3424,65,2,1953606,71
21,123,983,3931,30,51,906453,123
47,285,139,554,4,90,134370,285
65,393,76,303,34,7,1039521,393
78,467,581,2323,49,14,1493442,467
99,594,607,2429,42,2,1289706,594
98,585,503,2012,28,45,869535,585
86,516,236,946,90,29,2725887,516
49,296,115,460,61,50,1844850,296
78,467,592,2369,5,96,173688,467
36,219,586,2345,25,16,760848,219
71,425,408,1633,90,45,2721435,425
20,119,792,3169,54,79,1626237,119
92,553,392,1567,18,26,567678,553
10,60,677,2707,79,14,2373042,60
66,396,160,641,25,2,769806,396
7,42,633,2534,11,5,332115,42
69,414,378,1512,9,97,290991,414
70,418,845,3379,60,78,1821234,418
62,371,209,834,85,60,2568780,371
22,130,240,959,15,13,456639,130
80,478,560,2239,33,15,1014045,478
1,8,516,2065,35,24,1050372,8
47,285,577,2310,20,18,614154,285
98,585,195,781,26,99,809697,585
90,537,232,929,75,59,2277177,537
86,516,384,1535,73,23,2215869,516
0,-2,945,3780,56,4,1680012,-2
1,8,763,3050,89,27,2670381,8
66,396,878,3512,45,20,1369860,396
92,553,710,2841,2,47,87741,553
40,243,885,3538,5,16,162048,243
18,108,611,2442,81,37,2435511,108
97,584,324,1298,18,33,569199,584
21,123,181,723,33,41,996423,123
88,528,171,685,5,2,176406,528
60,362,763,3050,45,15,1368045,362
43,260,805,3220,33,15,1002945,260
59,353,429,1718,99,69,2987907,353
37,225,161,646,1,24,41172,225
26,157,44,174,88,63,2647989,157
57,339,991,3965,36,43,1097229,339
0,-2,94,376,40,44,1200132,-2
21,123,389,1555,30,62,906486,123
63,377,44,174,4,78,139134,377
35,213,320,1278,68,48,2050644,213
22,130,978,3914,52,32,1566696,130
84,507,530,2119,89,94,2695482,507
87,521,795,3180,54,37,1646211,521
38,227,524,2098,31,36,941508,227
31,189,458,1830,50,26,1509378,189
12,71,758,3032,95,97,2853891,71
7,42,515,2062,3,80,92340,42
20,119,122,487,53,84,1596252,119
57,339,264,1058,31,43,947229,339
17,105,922,3690,28,59,845277,105
70,418,803,3210,91,26,2751078,418
7,42,79,316,93,23,2792169,42
57,339,389,1555,71,91,2147373,339
50,299,457,1829,50,57,1515171,299
61,365,759,3035,56,63,1698489,365
42,255,277,1108,94,21,2832663,255
54,323,268,1071,13,84,406452,323
42,255,48,190,16,19,492657,255
72,433,361,1446,76,85,2301855,433
29,175,973,3890,82,78,2468934,175
39,237,785,3140,39,23,1181769,237
89,535,295,1178,69,20,2096760,535
68,410,562,2247,36,99,1100697,410
30,179,521,2085,55,18,1659054,179
87,521,48,190,84,95,2546385,521
41,249,719,2877,27,79,822537,249
84,507,46,185,60,36,1825308,507
19,117,644,2575,53,85,1595955,117
37,225,33,130,7,47,221241,225
28,166,627,2508,43,31,1298493,166
34,203,469,1876,41,61,1240383,203
24,143,416,1664,65,40,1957320,143
66,396,213,854,71,38,2149914,396
76,455,295,1178,99,87,2993061,455
38,227,545,2180,24,12,731436,227
86,516,765,3060,61,58,1855974,516
35,213,247,987,62,13,1870539,213
62,371,873,3490,53,56,1608768,371
12,71,811,3243,78,4,2343612,71
63,377,582,2326,89,89,2689167,377
41,249,424,1694,65,26,1962378,249
18,108,677,2707,44,36,1325508,108
67,404,781,3125,24,48,740244,404
56,338,736,2942,86,73,2597019,338
59,353,842,3367,5,9,167727,353
27,163,68,274,61,54,1838262,163
53,320,788,3151,16,46,496038,320
92,553,656,2624,85,41,2577723,553
82,489,41,166,12,39,384717,489
86,516,183,732,74,99,2246097,516
94,564,774,3097,92,50,2788350,564
67,404,97,389,63,50,1910250,404
81,483,999,3997,31,53,954459,483
70,418,342,1368,41,24,1251072,418
2,15,524,2098,51,58,1530774,15
44,262,338,1353,1,60,43380,262
59,353,117,470,24,48,737844,353
93,559,647,2586,53,64,1618092,559
26,157,524,2098,67,63,2017989,157
77,465,858,3430,61,71,1853313,465
62,371,12,46,17,42,528726,371
79,473,330,1321,97,99,2933997,473
57,339,605,2421,43,42,1307226,339
79,473,582,2326,99,75,2993925,473
43,260,690,2760,41,12,1242936,260
21,123,679,2716,10,92,306576,123
19,117,994,3975,56,51,1685853,117
12,71,974,3898,38,24,1143672,71
85,509,429,1718,0,61,25683,509
51,305,978,3914,73,65,2205495,305
56,338,158,632,95,39,2866917,338
45,272,157,629,16,37,493611,272
38,227,805,3220,67,49,2021547,227
41,249,821,3284,80,76,2412528,249
84,507,59,234,69,20,2095260,507
86,516,954,3816,41,74,1256022,516
69,414,441,1766,43,4,1310712,414
92,553,834,3338,54,4,1647612,553
16,94,681,2722,15,59,454977,94
84,507,827,3306,89,43,2695329,507
97,584,184,737,48,74,1469322,584
34,203,888,3552,8,60,250380,203
49,296,884,3538,91,26,2744778,296
46,276,728,2913,6,13,193839,276
53,320,558,2234,63,10,1905930,320
30,179,749,2995,46,29,1389087,179
20,119,621,2486,39,97,1176291,119
89,535,880,3520,98,35,2966805,535
83,496,30,122,50,3,1524909,496
12,71,426,1706,30,75,903825,71
85,509,149,598,2,83,85749,509
29,175,919,3676,50,22,1508766,175
33,198,92,370,98,75,2950125,198
0,-2,808,3234,55,41,1650123,-2
80,478,516,2065,75,55,2274165,478
86,516,730,2921,65,79,1976037,516
41,249,644,2575,9,5,282315,249
65,393,53,211,7,22,229566,393
50,299,854,3414,79,41,2385123,299
43,260,526,2106,30,72,913116,260
16,94,128,512,8,73,245019,94
9,56,191,762,54,41,1622823,56
34,203,592,2369,29,67,880401,203
69,414,987,3947,77,6,2330718,414
60,362,396,1584,90,28,2718084,362
8,46,809,3236,94,61,2822583,46
32,189,438,1750,52,64,1569792,189
90,537,586,2345,29,40,897120,537
1,8,126,506,22,12,660336,8
83,496,718,2870,3,49,115047,496
92,553,136,545,14,3,447609,553
96,573,253,1011,49,13,1498839,573
17,105,280,1122,15,5,455115,105
60,362,236,946,71,83,2148249,362
6,39,845,3379,1,99,32097,39
28,166,136,545,65,26,1958478,166
50,299,424,1694,47,52,1425156,299
94,564,168,674,11,82,358446,564
25,148,74,295,57,68,1717704,148
25,148,355,1422,55,59,1657677,148
8,46,560,2239,2,30,62490,46
36,219,135,538,47,63,1420989,219
4,23,403,1614,20,97,601491,23
69,414,346,1386,33,84,1010952,414
44,262,693,2774,46,54,1393362,262
35,213,525,2098,97,20,2920560,213
42,255,851,3402,37,80,1122840,255
77,465,33,130,58,48,1763244,465
72,433,624,2498,96,23,2901669,433
93,559,350,1399,9,3,297909,559
90,537,641,2566,10,76,327228,537
25,148,974,3898,11,38,337614,148
13,76,105,418,15,87,454161,76
17,105,259,1036,9,83,275349,105
33,198,480,1921,29,98,880194,198
88,528,343,1372,22,49,686547,528
7,42,219,874,81,56,2432268,42
91,544,837,3347,70,16,2127348,544
74,444,227,908,94,33,2842299,444
52,310,322,1287,50,20,1515660,310
97,584,996,3982,86,39,2609217,584
46,276,847,3388,50,4,1513812,276
1,8,584,2336,6,13,180339,8
83,496,780,3119,84,86,2545158,496
83,496,635,2540,40,73,1225119,496
6,39,765,3060,65,26,1951878,39
49,296,840,3361,60,57,1814871,296
72,433,919,3676,93,2,2811606,433
13,76,502,2010,32,56,964068,76
18,108,554,2218,88,74,2645622,108
79,473,417,1667,10,99,323997,473
91,544,657,2627,21,60,657480,544
87,521,933,3731,69,55,2096265,521
41,249,97,389,22,52,672456,249
71,425,932,3730,7,45,231435,425
93,559,623,2491,22,5,687915,559
15,90,359,1436,75,6,2254518,90
81,483,996,3982,36,89,1104567,483
38,227,924,3697,0,15,11445,227
88,528,569,2278,10,81,326643,528
32,189,111,445,51,54,1539762,189
30,179,442,1769,14,74,429222,179
18,108,343,1372,72,93,2165679,108
31,189,80,320,55,13,1659339,189
1,8,534,2136,37,9,1110327,8
33,198,79,316,18,23,549969,198
6,39,54,217,58,41,1741923,39
86,516,526,2106,34,90,1046070,516
19,117,88,352,5,5,155715,117
94,564,101,405,80,7,2428221,564
28,166,211,846,72,66,2168598,166
33,198,1,3,67,70,2020110,198
47,285,240,959,67,14,2024142,285
54,323,842,3367,70,66,2116398,323
87,521,591,2364,3,89,116367,521
64,387,799,3195,28,73,859419,387
57,339,871,3485,84,74,2537322,339
85,509,94,376,69,67,2095701,509
52,310,59,234,31,36,945708,310
91,544,471,1882,34,18,1047354,544
7,42,391,1565,79,23,2372169,42
91,544,880,3520,29,89,897567,544
22,130,165,658,61,41,1836723,130
70,418,322,1287,97,27,2931081,418
83,496,630,2522,38,21,1164963,496
88,528,277,1108,39,20,1196460,528
36,219,113,450,45,97,1361091,219
20,119,864,3457,59,53,1776159,119
69,414,322,1287,23,10,710730,414
49,296,539,2158,41,65,1244895,296
4,23,159,634,37,40,1111320,23
27,163,991,3965,46,69,1388307,163
46,276,333,1331,69,97,2084091,276
94,564,699,2795,14,59,448377,564
64,387,836,3345,31,57,949371,387
73,440,572,2286,87,83,2632149,440
95,569,138,550,20,77,628731,569
43,260,703,2813,88,98,2653194,260
85,509,397,1589,90,0,2725500,509
50,299,983,3931,54,40,1635120,299
80,478,345,1381,50,17,1524051,478
80,478,285,1140,16,96,504288,478
15,90,548,2194,0,3,4509,90
7,42,292,1167,43,58,1292274,42
82,489,173,692,28,73,864819,489
9,56,268,1071,4,98,122994,56
6,39,518,2071,80,29,2401887,39
17,105,777,3109,0,90,5370,105
8,46,404,1618,19,36,572508,46
11,63,233,930,59,68,1773504,63
38,227,825,3298,64,46,1931538,227
55,331,999,3997,18,33,556599,331
76,455,900,3601,85,93,2573079,455
26,157,347,1388,77,63,2317989,157
54,323,858,3430,7,71,226413,323
71,425,242,968,50,51,1521453,425
78,467,739,2958,51,90,1553670,467
47,285,571,2284,1,39,44217,285
42,255,578,2312,80,50,2412750,255
6,39,161,646,14,23,421869,39
57,339,497,1986,19,7,587121,339
83,496,599,2396,30,41,925023,496
36,219,368,1471,30,48,910944,219
66,396,965,3861,46,59,1399977,396
71,425,491,1962,45,6,1371318,425
66,396,964,3854,98,16,2959848,396
25,148,733,2930,37,35,1117605,148
45,272,194,777,28,61,853683,272
33,198,2,7,48,39,1450017,198
