A,B,C,D,E,F,G,H
43,129,7,28,90,17,2712951,790
86,258,614,2456,4,54,145962,61404
84,252,127,508,17,17,535251,12717
13,39,588,2352,38,27,1143981,58838
44,132,464,1856,93,61,2803383,46493
7,21,661,2644,55,74,1652322,66155
82,246,127,508,85,99,2574897,12785
48,144,407,1628,59,94,1784682,40759
52,156,310,1240,72,19,2175657,31072
45,135,821,3284,94,38,2833614,82194
61,183,726,2904,59,4,1788312,72659
7,21,411,1644,24,12,722136,41124
48,144,961,3844,48,42,1454526,96148
2,6,523,2092,62,70,1860810,52362
74,222,971,3884,52,68,1582404,97152
99,297,581,2324,0,10,29730,58100
3,9,772,3088,44,49,1321047,77244
10,30,557,2228,61,77,1833231,55761
49,147,762,3048,41,41,1244823,76241
99,297,315,1260,53,44,1619832,31553
33,99,661,2644,19,26,579978,66119
66,198,143,572,65,13,1969839,14365
20,60,380,1520,18,66,546198,38018
95,285,927,3708,87,26,2638578,92787
59,177,757,3028,50,19,1517757,75750
97,291,720,2880,73,17,2219151,72073
27,81,447,1788,16,67,488301,44716
33,99,124,496,5,59,160077,12405
30,90,440,1760,31,69,939207,44031
93,279,61,244,12,49,388047,6112
42,126,240,960,24,64,732792,24024
1,3,431,1724,27,84,810552,43127
28,84,320,1280,58,66,1748598,32058
63,189,989,3956,56,42,1699026,98956
91,273,407,1628,3,89,117567,40703
31,93,168,672,19,4,579312,16819
53,159,206,824,59,55,1786065,20659
38,114,605,2420,65,91,1961673,60565
52,156,571,2284,54,45,1635735,57154
11,33,634,2536,81,94,2433582,63481
80,240,242,968,52,17,1584051,24252
69,207,676,2704,49,91,1490973,67649
68,204,111,444,28,70,860610,11128
10,30,639,2556,0,77,3231,63900
85,255,940,3760,37,0,1135500,94037
60,180,954,3816,27,16,828048,95427
49,147,37,148,47,32,1424796,3747
84,252,503,2012,96,56,2905368,50396
2,6,379,1516,10,85,300855,37910
56,168,525,2100,25,68,767004,52525
63,189,570,2280,56,5,1698915,57056
60,180,354,1416,85,17,2568051,35485
31,93,518,2072,30,70,909510,51830
30,90,52,208,13,75,399225,5213
88,264,577,2308,59,84,1796652,57759
24,72,621,2484,57,7,1717221,62157
97,291,657,2628,6,20,209160,65706
37,111,216,864,54,88,1631364,21654
59,177,795,3180,90,8,2717724,79590
70,210,842,3368,35,29,1071087,84235
17,51,250,1000,73,89,2195367,25073
39,117,704,2816,85,7,2561721,70485
61,183,110,440,30,27,918381,11030
72,216,171,684,20,42,621726,17120
92,276,843,3372,3,76,117828,84303
63,189,965,3860,84,38,2539014,96584
83,249,157,628,11,75,355125,15711
33,99,760,3040,53,34,1600002,76053
91,273,745,2980,43,24,1317372,74543
76,228,533,2132,71,23,2152869,53371
53,159,896,3584,1,33,45999,89601
76,228,711,2844,77,78,2333034,71177
22,66,197,788,13,11,396633,19713
95,285,75,300,43,91,1318773,7543
67,201,269,1076,1,28,50184,26901
78,234,404,1616,60,92,1823676,40460
42,126,491,1964,37,71,1122813,49137
84,252,575,2300,1,8,55224,57501
99,297,358,1432,76,12,2309736,35876
39,117,34,136,24,4,731712,3424
95,285,513,2052,92,9,2788527,51392
16,48,267,1068,0,84,5052,26700
63,189,532,2128,71,34,2149002,53271
56,168,625,2500,93,66,2806998,62593
38,114,137,548,30,95,911685,13730
86,258,966,3864,3,52,115956,96603
21,63,172,688,71,51,2136453,17271
41,123,520,2080,91,40,2742420,52091
93,279,114,456,3,20,117960,11403
6,18,260,1040,27,90,812070,26027
15,45,215,860,58,22,1744566,21558
25,75,453,1812,66,14,1987542,45366
60,180,35,140,8,97,258291,3508
93,279,422,1688,73,23,2217969,42273
38,114,48,192,27,93,821679,4827
51,153,658,2632,38,73,1155519,65838
47,141,624,2496,84,22,2534166,62484
53,159,918,3672,1,0,45900,91801
86,258,497,1988,25,39,775917,49725
48,144,211,844,61,72,1844616,21161
49,147,946,3784,19,29,584787,94619
56,168,350,1400,56,83,1697049,35056
84,252,710,2840,66,74,2005422,71066
10,30,894,3576,94,42,2823126,89494
86,258,233,932,41,63,1255989,23341
67,201,330,1320,55,5,1670115,33055
8,24,590,2360,66,71,1982613,59066
98,294,635,2540,68,37,2069511,63568
21,63,932,3728,10,39,306417,93210
16,48,595,2380,39,22,1174866,59539
98,294,638,2552,66,23,2009469,63866
39,117,108,432,83,1,2501703,10883
13,39,205,820,46,83,1384149,20546
59,177,838,3352,25,41,767823,83825
66,198,120,480,34,30,1039890,12034
75,225,406,1624,9,80,292740,40609
61,183,637,2548,46,14,1398342,63746
46,138,669,2676,51,33,1543899,66951
97,291,3,12,90,55,2729265,390
85,255,817,3268,49,96,1495788,81749
70,210,15,60,48,78,1461234,1548
1,3,156,624,76,3,2280309,15676
31,93,371,1484,62,19,1869357,37162
37,111,629,2516,78,82,2351346,62978
41,123,827,3308,47,24,1422372,82747
29,87,686,2744,73,65,2198895,68673
85,255,68,272,76,70,2305710,6876
26,78,918,3672,72,50,2167950,91872
16,48,984,3936,34,76,1025028,98434
87,261,513,2052,52,38,1586214,51352
67,201,787,3148,57,49,1730247,78757
90,270,929,3716,55,7,1677021,92955
71,213,255,1020,74,46,2241438,25574
18,54,792,3168,82,63,2465589,79282
20,60,317,1268,10,67,306201,31710
58,174,543,2172,73,69,2207607,54373
57,171,838,3352,34,65,1037295,83834
35,105,200,800,35,58,1060674,20035
92,276,547,2188,20,1,627603,54720
64,192,746,2984,17,0,529200,74617
73,219,9,36,58,6,1761918,958
24,72,54,216,4,50,127350,5404
92,276,509,2036,62,64,1887792,50962
96,288,999,3996,41,79,1259037,99941
73,219,527,2108,61,29,1851987,52761
82,246,207,828,21,54,654762,20721
54,162,421,1684,5,32,166296,42105
69,207,699,2796,72,49,2180847,69972
81,243,331,1324,52,98,1584594,33152
57,171,79,316,27,78,827334,7927
93,279,607,2428,53,76,1618128,60753
79,237,808,3232,82,99,2483997,80882
87,261,752,3008,2,23,86169,75202
86,258,887,3548,71,34,2155902,88771
31,93,239,956,81,56,2439468,23981
35,105,66,264,83,35,2500605,6683
9,27,11,44,15,8,452724,1115
52,156,569,2276,25,8,765624,56925
59,177,651,2604,61,59,1847877,65161
60,180,309,1236,42,0,1278000,30942
62,186,211,844,18,83,558849,21118
79,237,326,1304,2,33,83799,32602
41,123,538,2152,15,85,462555,53815
42,126,42,168,1,98,42894,4201
45,135,243,972,68,98,2053794,24368
54,162,890,3560,12,99,376497,89012
90,270,180,720,95,74,2877222,18095
5,15,427,1708,27,59,811677,42727
55,165,770,3080,95,82,2866746,77095
76,228,966,3864,35,6,1072818,96635
77,231,156,624,0,27,23181,15600
32,96,179,716,36,70,1089810,17936
19,57,282,1128,78,53,2345859,28278
89,267,287,1148,9,23,296769,28709
77,231,762,3048,37,1,1133103,76237
81,243,689,2756,12,27,384381,68912
46,138,751,3004,32,3,973809,75132
12,36,93,372,81,97,2433891,9381
43,129,301,1204,56,88,1693164,30156
11,33,62,248,50,67,1503501,6250
91,273,810,3240,68,93,2067579,81068
44,132,647,2588,74,62,2233386,64774
44,132,144,576,76,87,2293461,14476
9,27,734,2936,39,98,1172994,73439
43,129,686,2744,82,50,2473050,68682
0,0,189,756,3,52,90156,18903
74,222,875,3500,5,97,172491,87505
87,261,484,1936,98,51,2966253,48498
14,42,89,356,53,73,1594419,8953
78,234,742,2968,6,14,203442,74206
3,9,437,1748,91,46,2731038,43791
89,267,369,1476,61,3,1856709,36961
79,237,559,2236,34,11,1043733,55934
77,231,916,3664,24,89,743367,91624
95,285,504,2016,11,31,358593,50411
50,150,774,3096,99,41,2985123,77499
75,225,131,524,74,57,2242671,13174
97,291,813,3252,14,3,449109,81314
47,141,460,1840,61,10,1844130,46061
37,111,952,3808,64,4,1931112,95264
47,141,295,1180,29,6,884118,29529
82,246,283,1132,88,33,2664699,28388
10,30,440,1760,75,97,2253291,44075
94,282,164,656,37,6,1138218,16437
81,243,197,788,86,79,2604537,19786
74,222,998,3992,25,59,772377,99825
95,285,886,3544,60,49,1828647,88660
17,51,36,144,84,16,2525148,3684
65,195,422,1688,5,26,169578,42205
9,27,129,516,28,72,842916,12928
97,291,398,1592,47,86,1439358,39847
76,228,313,1252,0,66,22998,31300
33,99,90,360,77,63,2320089,9077
76,228,723,2892,21,7,652821,72321
68,204,237,948,17,14,530442,23717
20,60,169,676,12,56,366168,16912
78,234,216,864,57,16,1733448,21657
48,144,247,988,91,22,2744466,24791
91,273,110,440,37,11,1137333,11037
78,234,91,364,32,37,983511,9132
2,6,456,1824,73,92,2190876,45673
67,201,942,3768,10,81,320343,94210
68,204,761,3044,48,12,1460436,76148
66,198,41,164,86,24,2599872,4186
53,159,326,1304,33,67,1006101,32633
89,267,291,1164,94,5,2846715,29194
67,201,747,2988,25,79,770337,74725
15,45,301,1204,35,0,1054500,30135
50,150,729,2916,14,49,435147,72914
72,216,792,3168,27,2,831606,79227
22,66,14,56,41,14,1236642,1441
79,237,936,3744,39,45,1193835,93639
13,39,644,2576,49,28,1473984,64449
9,27,328,1312,29,82,872946,32829
29,87,808,3232,79,4,2378712,80879
57,171,191,764,41,36,1247208,19141
78,234,556,2224,88,29,2663487,55688
61,183,261,1044,92,76,2778528,26192
67,201,65,260,52,83,1580349,6552
58,174,303,1212,88,6,2657418,30388
33,99,283,1132,36,21,1089963,28336
25,75,930,3720,36,76,1087728,93036
70,210,737,2948,22,91,681273,73722
50,150,290,1160,35,76,1065228,29035
99,297,307,1228,29,57,899871,30729
86,258,188,752,39,75,1196025,18839
23,69,976,3904,10,42,307026,97610
75,225,403,1612,17,25,532575,40317
81,243,174,696,60,12,1824336,17460
3,9,693,2772,84,34,2521002,69384
1,3,322,1288,69,40,2070420,32269
12,36,655,2620,69,41,2073723,65569
28,84,853,3412,55,21,1658463,85355
71,213,273,1092,94,90,2841570,27394
2,6,353,1412,91,29,2730687,35391
98,294,908,3632,48,49,1469547,90848
52,156,775,3100,97,20,2925660,77597
25,75,677,2708,84,79,2527737,67784
90,270,644,2576,69,97,2097291,64469
49,147,127,508,99,80,2984940,12799
87,261,428,1712,47,75,1436325,42847
99,297,660,2640,6,65,209895,66006
20,60,87,348,43,84,1296252,8743
55,165,833,3332,52,77,1576731,83352
87,261,554,2216,21,4,656112,55421
13,39,492,1968,93,27,2793981,49293
48,144,677,2708,83,42,2504526,67783
26,78,771,3084,3,92,98076,77103
24,72,814,3256,11,34,337302,81411
93,279,905,3620,84,47,2548041,90584
46,138,875,3500,6,37,193911,87506
93,279,625,2500,26,41,808023,62526
9,27,118,472,11,73,332919,11811
66,198,865,3460,58,37,1759911,86558
36,108,814,3256,65,37,1960911,81465
48,144,627,2508,79,39,2384517,62779
39,117,950,3800,25,3,761709,95025
34,102,289,1156,86,43,2590329,28986
86,258,303,1212,67,16,2035848,30367
86,258,594,2376,68,46,2065938,59468
98,294,433,1732,70,31,2129493,43370
49,147,374,1496,7,8,224724,37407
83,249,733,2932,71,69,2155107,73371
59,177,200,800,5,16,167748,20005
81,243,378,1512,96,95,2904585,37896
64,192,366,1464,80,33,2419299,36680
81,243,403,1612,71,90,2154570,40371
88,264,428,1712,48,53,1466559,42848
59,177,675,2700,63,41,1907823,67563
57,171,511,2044,50,29,1517187,51150
69,207,650,2600,70,89,2120967,65070
39,117,245,980,20,84,611952,24520
8,24,581,2324,81,90,2432670,58181
58,174,312,1248,88,8,2657424,31288
21,63,394,1576,56,43,1686429,39456
84,252,509,2036,53,80,1615440,50953
94,282,495,1980,45,60,1378380,49545
74,222,80,320,66,34,2002302,8066
40,120,5,20,93,17,2802051,593
62,186,975,3900,8,11,258633,97508
32,96,476,1904,97,72,2919816,47697
22,66,437,1748,48,51,1446753,43748
11,33,820,3280,66,34,1983402,82066
56,168,548,2192,98,90,2957070,54898
96,288,680,2720,16,2,508806,68016
33,99,678,2712,50,6,1509918,67850
19,57,973,3892,19,37,575811,97319
98,294,211,844,9,26,299478,21109
13,39,626,2504,24,44,724032,62624
39,117,338,1352,13,99,401997,33813
24,72,163,652,47,34,1417302,16347
37,111,312,1248,47,6,1421118,31247
88,264,600,2400,28,61,866583,60028
87,261,355,1420,59,94,1796382,35559
79,237,112,448,84,91,2543973,11284
82,246,543,2172,22,45,684735,54322
55,165,782,3128,10,35,316605,78210
56,168,989,3956,7,77,227031,98907
53,159,800,3200,25,81,766143,80025
60,180,0,0,84,25,2538075,84
37,111,760,3040,76,63,2291289,76076
32,96,684,2736,23,76,699828,68423
54,162,231,924,88,39,2656317,23188
35,105,437,1748,32,21,970563,43732
60,180,50,200,59,64,1788192,5059
10,30,245,980,10,91,303273,24510
71,213,806,3224,58,67,1761501,80658
31,93,466,1864,9,91,279573,46609
80,240,446,1784,27,49,834147,44627
24,72,380,1520,68,0,2047200,38068
54,162,832,3328,3,75,106425,83203
81,243,597,2388,56,97,1704591,59756
13,39,237,948,83,3,2493909,23783
39,117,351,1404,15,46,461838,35115
57,171,635,2540,49,86,1487358,63549
88,264,559,2236,0,5,26415,55900
86,258,456,1824,2,23,85869,45602
4,12,400,1600,92,33,2761299,40092
8,24,101,404,16,39,482517,10116
36,108,954,3816,18,46,550938,95418
41,123,528,2112,10,76,312528,52810
29,87,785,3140,6,75,188925,78506
56,168,124,496,32,22,976866,12432
49,147,227,908,56,53,1694859,22756
86,258,251,1004,52,89,1586067,25152
49,147,915,3660,49,34,1484802,91549
8,24,234,936,35,37,1052511,23435
16,48,754,3016,8,53,244959,75408
24,72,634,2536,32,8,967224,63432
61,183,976,3904,78,72,2358516,97678
82,246,56,224,52,12,1584636,5652
88,264,896,3584,22,79,686637,89622
30,90,272,1088,58,54,1749162,27258
53,159,298,1192,11,0,345900,29811
70,210,929,3716,26,0,801000,92926
73,219,512,2048,29,33,891999,51229
83,249,661,2644,75,45,2275035,66175
47,141,787,3148,89,18,2684154,78789
52,156,122,488,86,60,2595780,12286
5,15,618,2472,83,97,2491791,61883
89,267,348,1392,97,94,2936982,34897
17,51,663,2652,88,13,2645139,66388
30,90,512,2048,43,66,1299198,51243
40,120,220,880,53,56,1602168,22053
29,87,609,2436,74,37,2228811,60974
48,144,815,3260,29,70,884610,81529
74,222,449,1796,47,33,1432299,44947
69,207,482,1928,22,88,680964,48222
55,165,438,1752,41,89,1246767,43841
97,291,744,2976,43,92,1319376,74443
66,198,631,2524,69,72,2090016,63169
27,81,792,3168,2,14,68142,79202
34,102,38,152,7,41,220323,3807
75,225,68,272,98,47,2962641,6898
40,120,218,872,4,26,132078,21804
86,258,493,1972,20,84,626052,49320
84,252,699,2796,15,3,475209,69915
14,42,783,3132,56,34,1684302,78356
51,153,725,2900,54,46,1635438,72554
72,216,930,3720,8,98,261894,93008
48,144,925,3700,60,31,1814493,92560
34,102,524,2096,84,76,2530428,52484
11,33,915,3660,12,14,363342,91512
0,0,28,112,5,46,150138,2805
2,6,955,3820,63,45,1890735,95563
55,165,441,1764,72,4,2176512,44172
29,87,370,1480,93,34,2798802,37093
42,126,535,2140,13,6,402618,53513
40,120,286,1144,37,70,1122210,28637
9,27,97,388,15,4,452712,9715
87,261,839,3356,95,82,2876346,83995
41,123,516,2064,60,70,1812510,51660
1,3,419,1676,48,81,1440543,41948
48,144,649,2596,49,60,1484580,64949
56,168,171,684,54,53,1636959,17154
89,267,220,880,33,34,1016802,22033
93,279,760,3040,68,31,2067993,76068
79,237,294,1176,81,36,2453808,29481
44,132,319,1276,2,3,73209,31902
14,42,85,340,28,33,844299,8528
13,39,122,488,44,47,1324041,12244
36,108,869,3476,68,24,2050872,86968
68,204,843,3372,89,66,2690598,84389
31,93,685,2740,42,10,1269330,68542
89,267,590,2360,7,28,236784,59007
32,96,67,268,81,2,2439606,6781
17,51,404,1616,94,52,2825256,40494
0,0,61,244,87,82,2610246,6187
41,123,63,252,75,57,2262471,6375
15,45,902,3608,39,56,1174668,90239
90,270,751,3004,17,32,537096,75117
83,249,960,3840,31,10,954930,96031
95,285,463,1852,39,72,1198716,46339
69,207,364,1456,32,26,980778,36432
50,150,280,1120,51,78,1545234,28051
52,156,484,1936,17,79,525837,48417
49,147,56,224,75,4,2264712,5675
63,189,882,3528,73,62,2209086,88273
83,249,416,1664,84,79,2545137,41684
15,45,592,2368,44,88,1324764,59244
12,36,451,1804,22,55,663765,45122
4,12,936,3744,63,10,1891230,93663
1,3,613,2452,93,18,2790354,61393
75,225,120,480,48,74,1462722,12048
85,255,610,2440,24,62,745686,61024
27,81,508,2032,24,23,728169,50824
86,258,251,1004,13,67,416001,25113
32,96,229,916,23,46,699738,22923
3,9,675,2700,5,27,150981,67505
89,267,84,336,73,4,2216712,8473
62,186,226,904,28,81,858843,22628
84,252,240,960,25,51,775353,24025
95,285,973,3892,45,78,1378734,97345
25,75,920,3680,53,61,1597683,92053
77,231,25,100,36,27,1103181,2536
37,111,385,1540,56,22,1691166,38556
36,108,504,2016,97,48,2920944,50497
62,186,191,764,38,77,1158831,19138
26,78,36,144,83,95,2498085,3683
22,66,131,524,46,19,1386657,13146
87,261,359,1436,66,0,2006100,35966
7,21,433,1732,60,96,1802388,43360
55,165,793,3172,34,50,1036650,79334
38,114,218,872,37,57,1121571,21837
30,90,712,2848,8,78,249234,71208
71,213,357,1428,18,70,561510,35718
35,105,448,1792,53,86,1600758,44853
99,297,456,1824,37,13,1139739,45637
35,105,23,92,11,92,340776,2311
52,156,373,1492,0,0,15600,37300
21,63,548,2192,87,9,2616327,54887
77,231,101,404,42,33,1283199,10142
53,159,38,152,23,63,706089,3823
58,174,127,508,73,45,2207535,12773
29,87,564,2256,81,6,2438718,56481
25,75,262,1048,23,22,697566,26223
21,63,609,2436,52,54,1566462,60952
85,255,853,3412,63,72,1915716,85363
49,147,502,2008,40,50,1214850,50240
66,198,903,3612,0,9,19827,90300
17,51,761,3044,43,49,1295247,76143
58,174,312,1248,94,46,2837538,31294
59,177,853,3412,38,77,1157931,85338
47,141,763,3052,46,6,1394118,76346
30,90,959,3836,13,98,399294,95913
9,27,488,1952,89,31,2672793,48889
90,270,545,2180,90,37,2727111,54590
58,174,132,528,14,71,437613,13214
22,66,754,3016,31,87,936861,75431
45,135,679,2716,96,80,2893740,67996
5,15,696,2784,27,42,811626,69627
17,51,239,956,11,51,335253,23911
63,189,947,3788,79,87,2389161,94779
78,234,752,3008,82,12,2483436,75282
38,114,643,2572,49,60,1481580,64349
45,135,410,1640,52,37,1573611,41052
0,0,489,1956,96,13,2880039,48996
37,111,434,1736,32,4,971112,43432
56,168,484,1936,89,77,2687031,48489
74,222,848,3392,72,76,2182428,84872
23,69,808,3232,41,9,1236927,80841
8,24,577,2308,25,11,752433,57725
13,39,21,84,21,10,633930,2121
48,144,661,2644,36,67,1094601,66136
70,210,47,188,4,75,141225,4704
90,270,95,380,3,54,117162,9503
83,249,435,1740,90,47,2725041,43590
13,39,717,2868,11,81,334143,71711
48,144,73,292,85,77,2564631,7385
29,87,823,3292,91,12,2738736,82391
42,126,989,3956,58,85,1752855,98958
51,153,690,2760,57,41,1725423,69057
51,153,243,972,6,1,195303,24306
83,249,474,1896,3,78,115134,47403
91,273,807,3228,24,24,747372,80724
17,51,575,2300,88,51,2645253,57588
72,216,782,3128,20,50,621750,78220
32,96,382,1528,45,21,1359663,38245
53,159,547,2188,67,82,2026146,54767
6,18,726,2904,1,84,32052,72601
72,216,598,2392,3,85,111855,59803
55,165,372,1488,90,35,2716605,37290
52,156,129,516,77,39,2325717,12977
94,282,561,2244,92,55,2788365,56192
60,180,84,336,34,96,1038288,8434
96,288,914,3656,73,51,2218953,91473
65,195,869,3476,72,29,2179587,86972
47,141,191,764,80,60,2414280,19180
52,156,961,3844,72,58,2175774,96172
44,132,121,484,96,95,2893485,12196
3,9,538,2152,13,43,391029,53813
57,171,669,2676,19,76,587328,66919
8,24,636,2544,13,14,392442,63613
79,237,447,1788,37,15,1133745,44737
38,114,405,1620,19,5,581415,40519
34,102,967,3868,12,13,370239,96712
10,30,596,2384,45,54,1353162,59645
27,81,631,2524,99,36,2978208,63199
63,189,436,1744,2,61,79083,43602
81,243,135,540,30,4,924312,13530
54,162,697,2788,87,10,2626230,69787
21,63,928,3712,16,75,486525,92816
27,81,87,348,57,92,1718376,8757
44,132,527,2108,92,68,2773404,52792
41,123,767,3068,18,2,552306,76718
28,84,364,1456,72,91,2168673,36472
61,183,855,3420,23,47,708441,85523
77,231,538,2152,47,21,1433163,53847
19,57,652,2608,20,78,605934,65220
96,288,858,3432,70,17,2128851,85870
5,15,254,1016,40,93,1201779,25440
17,51,223,892,6,22,185166,22306
87,261,20,80,78,63,2366289,2078
51,153,478,1912,51,9,1545327,47851
52,156,239,956,90,17,2715651,23990
17,51,985,3940,94,62,2825286,98594
33,99,65,260,37,79,1120137,6537
35,105,727,2908,25,92,760776,72725
53,159,351,1404,96,3,2895909,35196
15,45,313,1252,38,97,1144791,31338
61,183,184,736,7,41,228423,18407
58,174,242,968,5,97,167691,24205
4,12,994,3976,50,39,1501317,99450
40,120,333,1332,97,46,2922138,33397
54,162,698,2792,36,68,1096404,69836
49,147,846,3384,38,28,1154784,84638
83,249,810,3240,49,61,1495083,81049
81,243,205,820,40,40,1224420,20540
36,108,927,3708,93,45,2800935,92793
91,273,288,1152,44,30,1347390,28844
79,237,469,1876,40,65,1223895,46940
35,105,36,144,45,30,1360590,3645
48,144,377,1508,99,2,2984406,37799
49,147,736,2944,43,52,1304856,73643
75,225,182,728,38,35,1162605,18238
47,141,908,3632,33,18,1004154,90833
29,87,31,124,41,92,1238976,3141
96,288,908,3632,33,26,1018878,90833
22,66,462,1848,21,60,636780,46221
51,153,389,1556,20,77,615531,38920
5,15,512,2048,25,95,751785,51225
82,246,155,620,9,29,294687,15509
63,189,435,1740,47,1,1428903,43547
35,105,168,672,80,83,2410749,16880
32,96,514,2056,90,89,2709867,51490
8,24,732,2928,20,16,602448,73220
22,66,393,1572,42,36,1266708,39342
19,57,735,2940,69,21,2075763,73569
65,195,459,1836,40,49,1219647,45940
3,9,681,2724,85,8,2550924,68185
35,105,280,1120,55,65,1660695,28055
66,198,247,988,48,97,1460091,24748
19,57,335,1340,33,73,995919,33533
52,156,526,2104,64,68,1935804,52664
25,75,398,1592,47,43,1417629,39847
38,114,129,516,47,69,1421607,12947
99,297,690,2760,21,99,659997,69021
96,288,87,348,52,58,1588974,8752
33,99,661,2644,46,16,1389948,66146
89,267,582,2328,98,43,2966829,58298
89,267,864,3456,67,43,2036829,86467
17,51,754,3016,44,87,1325361,75444
68,204,599,2396,86,93,2600679,59986
13,39,882,3528,70,87,2104161,88270
74,222,514,2056,46,68,1402404,51446
87,261,192,768,33,65,1016295,19233
62,186,504,2016,62,18,1878654,50462
92,276,818,3272,98,18,2967654,81898
43,129,923,3692,76,88,2293164,92376
95,285,794,3176,17,99,538797,79417
71,213,20,80,77,69,2331507,2077
79,237,505,2020,69,57,2093871,50569
54,162,42,168,19,77,586431,4219
80,240,730,2920,38,98,1164294,73038
66,198,938,3752,41,20,1249860,93841
23,69,967,3868,57,1,1716903,96757
49,147,770,3080,64,50,1934850,77064
44,132,471,1884,31,78,943434,47131
75,225,353,1412,35,44,1072632,35335
48,144,443,1772,63,35,1904505,44363
90,270,265,1060,58,54,1767162,26558
89,267,245,980,49,35,1496805,24549
28,84,929,3716,88,4,2648412,92988
63,189,259,1036,41,71,1249113,25941
55,165,941,3764,27,15,826545,94127
62,186,229,916,95,81,2868843,22995
70,210,988,3952,54,23,1641069,98854
31,93,826,3304,8,81,249543,82608
81,243,276,1104,87,98,2634594,27687
68,204,233,932,78,40,2360520,23378
7,21,694,2776,24,17,722151,69424
95,285,98,392,99,26,2998578,9899
49,147,421,1684,49,57,1484871,42149
80,240,316,1264,33,36,1014108,31633
59,177,50,200,11,7,347721,5011
42,126,778,3112,11,19,342657,77811
23,69,779,3116,2,53,67059,77902
90,270,760,3040,96,60,2907180,76096
74,222,830,3320,54,17,1642251,83054
83,249,802,3208,36,36,1105008,80236
96,288,377,1508,48,58,1468974,37748
1,3,383,1532,40,38,1200414,38340
99,297,617,2468,56,4,1709712,61756
8,24,436,1744,80,63,2402589,43680
98,294,659,2636,2,31,89493,65902
19,57,950,3800,37,59,1115877,95037
67,201,619,2476,54,65,1640295,61954
94,282,445,1780,99,84,2998452,44599
97,291,291,1164,66,47,2009241,29166
24,72,166,664,31,64,937392,16631
31,93,573,2292,94,81,2829543,57394
17,51,917,3668,21,60,635280,91721
6,18,523,2092,61,37,1831911,52361
