A,B,C,D,E,F,G,H
61,369,476,1905,39,90,1188570,47639
60,357,508,2032,59,49,1788147,50859
55,328,465,1861,45,0,1366500,46545
45,267,690,2759,89,69,2683707,69089
5,31,164,655,26,22,781566,16426
93,557,426,1703,40,31,1227993,42640
80,483,979,3917,10,78,324234,97910
34,201,610,2438,33,14,1000242,61033
66,399,433,1733,44,93,1340079,43344
72,432,685,2739,56,89,1701867,68556
1,9,672,2688,38,90,1140570,67238
14,82,274,1094,14,8,424224,27414
43,256,672,2688,42,8,1272924,67242
80,483,23,93,72,61,2184183,2372
38,225,560,2239,88,94,2651682,56088
43,256,193,770,14,51,433053,19314
22,129,525,2098,79,83,2376849,52579
1,9,495,1980,63,52,1890456,49563
18,106,41,164,41,76,1235628,4141
87,521,813,3251,21,64,656292,81321
32,192,602,2406,40,28,1209684,60240
25,152,44,177,0,74,7722,4400
34,201,622,2487,16,75,490425,62216
38,225,34,136,45,36,1361508,3445
96,578,803,3213,56,2,1708806,80356
17,104,746,2984,68,39,2045217,74668
26,158,877,3507,64,74,1928022,87764
74,447,737,2949,0,71,22413,73700
4,21,51,203,85,84,2551452,5185
29,171,633,2532,71,80,2138940,63371
87,521,587,2347,29,86,896358,58729
92,553,498,1990,44,44,1347732,49844
57,345,175,698,92,41,2777223,17592
98,585,61,244,60,9,1829427,6160
97,580,895,3579,20,76,629328,89520
33,198,724,2896,44,92,1330176,72444
50,297,138,554,61,97,1845291,13861
86,513,376,1506,53,59,1615977,37653
58,347,600,2399,68,26,2057478,60068
35,209,347,1389,75,95,2260785,34775
98,585,225,898,54,23,1649469,22554
77,461,172,689,89,38,2693214,17289
85,511,284,1136,4,76,145728,28404
94,561,849,3397,8,51,268353,84908
60,357,643,2574,42,96,1278288,64342
67,400,161,646,63,59,1910277,16163
70,423,427,1709,34,55,1041165,42734
71,428,925,3700,53,7,1611321,92553
71,428,824,3295,7,80,231540,82407
80,483,10,40,18,23,564069,1018
31,186,158,633,70,26,2109378,15870
60,357,254,1016,89,31,2688093,25489
88,531,774,3095,82,69,2486607,77482
94,561,884,3534,96,38,2908314,88496
73,435,261,1046,79,3,2391909,26179
7,39,68,273,90,63,2702289,6890
81,487,520,2079,1,78,54534,52001
4,21,503,2012,71,21,2131263,50371
81,487,175,698,45,27,1374381,17545
34,201,441,1765,27,12,820236,44127
1,9,759,3036,14,80,420540,75914
96,578,973,3894,16,37,508911,97316
24,141,114,456,43,20,1297260,11443
92,553,499,1997,23,44,717732,49923
70,423,236,946,81,29,2451087,23681
35,209,293,1170,32,16,970548,29332
41,246,82,328,16,99,492597,8216
17,104,282,1127,65,76,1955328,28265
8,47,657,2630,26,69,782607,65726
61,369,342,1366,70,17,2118351,34270
11,69,16,63,62,59,1863477,1662
12,75,438,1750,62,60,1863780,43862
4,21,483,1932,25,98,751494,48325
53,316,885,3540,9,62,286086,88509
81,487,584,2336,82,85,2484555,58482
90,543,228,913,74,8,2247024,22874
34,201,430,1719,33,66,1000398,43033
15,92,725,2898,82,16,2464548,72582
97,580,512,2046,2,47,89241,51202
68,405,609,2438,53,90,1610670,60953
72,432,352,1410,93,97,2811891,35293
92,553,56,222,58,12,1767636,5658
79,471,398,1591,83,70,2513910,39883
4,21,726,2905,15,60,451380,72615
74,447,181,725,29,23,892269,18129
51,309,61,244,88,58,2655474,6188
52,315,908,3633,48,84,1455852,90848
41,246,570,2281,26,84,792552,57026
9,55,286,1144,93,55,2792865,28693
35,209,527,2107,31,94,940782,52731
85,511,172,689,4,90,145770,17204
41,246,191,766,96,75,2892525,19196
12,75,377,1508,17,42,513726,37717
37,219,474,1898,91,25,2741175,47491
98,585,480,1922,99,16,2999448,48099
94,561,11,42,24,6,748218,1124
7,39,891,3564,19,7,572121,89119
40,243,7,27,97,12,2922036,797
60,357,451,1804,36,75,1098225,45136
80,483,173,694,5,63,174189,17305
51,309,300,1199,48,10,1455330,30048
86,513,294,1176,92,41,2785923,29492
74,447,962,3850,37,95,1132485,96237
4,21,373,1492,23,76,691428,37323
75,449,299,1196,55,95,1672785,29955
40,243,929,3718,82,82,2472246,92982
51,309,577,2307,13,25,405375,57713
44,261,695,2782,92,46,2773338,69592
5,31,91,362,95,71,2851713,9195
78,471,869,3475,51,16,1553448,86951
24,141,887,3548,9,95,277485,88709
46,277,168,674,46,61,1393983,16846
41,246,843,3372,95,34,2862402,84395
85,511,879,3514,41,72,1255716,87941
26,158,360,1442,53,36,1597908,36053
24,141,870,3478,43,90,1297470,87043
43,256,732,2927,16,67,493101,73216
97,580,692,2770,74,27,2249181,69274
27,164,752,3008,98,92,2948376,75298
96,578,84,337,99,15,2998845,8499
85,511,419,1678,53,17,1615551,41953
63,375,40,162,94,30,2838990,4094
76,455,590,2361,75,65,2272995,59075
58,347,50,198,12,1,377403,5012
88,531,590,2361,49,79,1496637,59049
15,92,513,2054,75,75,2254725,51375
50,297,110,438,37,58,1125174,11037
0,-2,874,3498,45,76,1350228,87445
74,447,266,1062,94,47,2842341,26694
87,521,660,2639,0,49,26247,66000
14,82,741,2966,80,27,2404281,74180
63,375,658,2632,17,58,529074,65817
38,225,939,3756,7,92,221676,93907
81,487,613,2453,82,75,2484525,61382
8,47,120,478,16,21,482463,12016
85,511,192,770,37,56,1135668,19237
5,31,631,2523,27,48,811644,63127
47,281,355,1419,61,65,1844295,35561
22,129,14,56,60,68,1806804,1460
29,171,290,1158,74,76,2228928,29074
62,371,112,450,40,34,1218702,11240
10,59,712,2846,64,41,1923123,71264
19,115,645,2581,24,82,725946,64524
76,455,141,564,49,19,1492857,14149
84,501,392,1569,73,9,2215227,39273
96,578,263,1051,93,68,2819004,26393
86,513,907,3629,2,99,86097,90702
37,219,360,1442,28,56,851268,36028
92,553,925,3700,29,55,897765,92529
3,16,4,17,8,7,240921,408
97,580,639,2555,63,43,1919229,63963
26,158,129,517,91,18,2737854,12991
90,543,915,3662,37,25,1137075,91537
42,254,59,234,75,62,2262786,5975
84,501,728,2910,21,41,655323,72821
93,557,464,1854,6,18,207954,46406
95,569,737,2949,68,21,2068563,73768
15,92,352,1410,46,46,1384638,35246
48,285,80,322,94,53,2834559,8094
20,120,729,2918,48,63,1446189,72948
8,47,732,2927,3,28,92484,73203
28,167,941,3766,8,96,248688,94108
5,31,690,2759,84,59,2521677,69084
97,580,838,3353,76,44,2309232,83876
84,501,113,453,10,68,325404,11310
81,487,79,315,47,22,1434366,7947
79,471,438,1750,96,97,2903991,43896
28,167,378,1512,19,45,578535,37819
85,511,754,3014,73,19,2215557,75473
9,55,733,2931,2,64,62892,73302
71,428,543,2172,42,56,1281468,54342
18,106,163,652,3,27,95481,16303
19,115,235,938,1,19,35757,23501
60,357,102,406,50,28,1518084,10250
61,369,989,3954,92,63,2778489,98992
13,77,280,1121,30,63,904089,28030
52,315,91,362,72,72,2175816,9172
46,277,849,3397,47,97,1424091,84947
40,243,117,468,48,40,1452120,11748
44,261,702,2810,45,11,1363233,70245
62,371,326,1306,94,89,2838867,32694
24,141,150,601,97,39,2917317,15097
4,21,852,3409,14,3,421209,85214
12,75,816,3264,91,18,2733654,81691
79,471,562,2250,43,89,1313967,56243
48,285,246,983,52,97,1574691,24652
32,192,938,3752,17,47,519741,93817
36,219,599,2397,33,33,1000899,59933
77,461,526,2103,64,98,1943394,52664
79,471,597,2386,16,68,503904,59716
25,152,914,3655,0,40,7620,91400
13,77,96,384,94,78,2824134,9694
16,94,136,542,49,62,1474986,13649
89,531,511,2042,7,93,236979,51107
25,152,178,712,69,39,2077617,17869
1,9,531,2124,99,52,2970456,53199
83,500,176,703,70,80,2125140,17670
5,31,695,2782,11,22,331566,69511
4,21,186,743,88,24,2641272,18688
1,9,322,1290,83,24,2490372,32283
57,345,765,3060,95,27,2867181,76595
60,357,1,4,65,67,1968201,165
21,124,836,3345,91,27,2736381,83691
56,335,911,3646,66,37,1996911,91166
89,531,343,1373,46,40,1406820,34346
12,75,94,376,86,91,2583873,9486
97,580,454,1815,12,89,389367,45412
6,35,702,2810,75,2,2251806,70275
8,47,696,2785,12,68,362604,69612
99,593,19,76,79,55,2399865,1979
44,261,851,3405,3,40,103320,85103
64,386,8,30,22,11,679233,822
40,243,985,3938,29,13,882039,98529
46,277,385,1542,69,64,2083992,38569
79,471,938,3752,56,46,1703838,93856
40,243,165,662,72,11,2172033,16572
47,281,78,312,5,2,164106,7805
31,186,789,3157,19,5,579315,78919
93,557,692,2770,23,54,718062,69223
5,31,499,1997,83,24,2491572,49983
84,501,747,2990,26,39,805317,74726
43,256,292,1169,88,6,2652918,29288
5,31,772,3086,50,82,1501746,77250
74,447,885,3540,65,28,1972284,88565
96,578,71,282,78,49,2368947,7178
95,569,295,1182,6,70,208710,29506
48,285,577,2307,55,5,1664415,57755
13,77,473,1891,60,53,1804059,47360
91,545,190,762,4,84,147552,19004
54,324,381,1524,65,38,1966314,38165
7,39,177,708,77,87,2312361,17777
27,164,610,2438,51,57,1538271,61051
80,483,122,487,64,41,1944123,12264
59,351,595,2381,52,71,1577913,59552
52,315,621,2485,19,5,585615,62119
60,357,509,2037,61,8,1848024,50961
61,369,896,3582,87,7,2628321,89687
91,545,738,2950,71,98,2157594,73871
7,39,212,846,94,14,2822142,21294
66,399,836,3345,55,31,1669893,83655
15,92,541,2163,74,10,2224530,54174
71,428,391,1565,3,17,111351,39103
15,92,28,113,94,62,2824686,2894
62,371,512,2046,26,60,798780,51226
58,347,542,2168,18,57,557571,54218
34,201,720,2880,68,4,2050212,72068
79,471,528,2114,96,88,2903964,52896
16,94,87,346,24,65,724995,8724
38,225,949,3798,7,39,221517,94907
87,521,494,1974,5,14,176142,49405
2,15,838,3353,76,56,2280768,83876
45,267,667,2668,5,36,163608,66705
37,219,846,3385,50,73,1511319,84650
2,15,656,2622,28,79,840837,65628
44,261,208,830,20,30,613290,20820
30,182,570,2281,18,72,549216,57018
74,447,293,1170,73,72,2212416,29373
19,115,265,1061,0,99,5997,26500
86,513,264,1054,36,15,1105845,26436
43,256,683,2733,29,50,883050,68329
88,531,839,3357,80,93,2426679,83980
99,593,570,2281,89,48,2699844,57089
23,140,600,2399,45,39,1357017,60045
25,152,949,3798,96,51,2887653,94996
7,39,563,2251,53,41,1592223,56353
89,531,384,1538,57,6,1736718,38457
68,405,678,2714,87,96,2630688,67887
84,501,27,106,37,62,1135386,2737
28,167,379,1516,93,66,2798598,37993
70,423,359,1435,85,9,2571027,35985
14,82,177,708,28,80,844440,17728
96,578,799,3194,16,66,508998,79916
43,256,583,2332,87,10,2622930,58387
65,392,188,753,53,73,1609719,18853
13,77,753,3013,75,46,2254038,75375
86,513,970,3880,97,23,2935869,97097
66,399,438,1750,1,90,50070,43801
69,417,83,334,73,33,2210799,8373
28,167,971,3882,79,96,2378688,97179
34,201,85,342,90,16,2710248,8590
44,261,541,2163,29,89,883467,54129
13,77,174,698,82,59,2464077,17482
69,417,25,100,35,69,1070907,2535
32,192,668,2674,16,34,489702,66816
45,267,190,762,98,48,2953644,19098
29,171,292,1169,45,99,1358997,29245
62,371,498,1990,13,53,408759,49813
87,521,55,219,47,15,1436145,5547
6,35,83,334,11,31,331893,8311
41,246,828,3314,55,92,1662576,82855
51,309,674,2698,23,36,705408,67423
48,285,895,3579,16,43,494529,89516
11,69,109,434,99,59,2973477,10999
20,120,940,3759,16,20,486060,94016
70,423,901,3606,31,48,951144,90131
55,328,534,2136,98,66,2956698,53498
41,246,700,2801,49,75,1482525,70049
80,483,491,1963,66,63,2004189,49166
43,256,678,2714,65,81,1963143,67865
36,219,87,346,27,49,820947,8727
79,471,846,3385,84,22,2543766,84684
56,335,708,2831,78,90,2357070,70878
48,285,220,879,65,44,1964532,22065
53,316,102,406,94,34,2836002,10294
36,219,392,1569,59,93,1781079,39259
31,186,352,1410,6,50,189450,35206
39,233,7,27,38,21,1151763,738
77,461,835,3340,64,22,1943166,83564
61,369,879,3514,20,29,618387,87920
67,400,143,572,18,12,560136,14318
61,369,802,3207,75,90,2268570,80275
54,324,600,2399,12,67,376401,60012
42,254,743,2974,53,23,1602669,74353
19,115,73,291,27,93,815979,7327
9,55,710,2839,69,26,2072778,71069
28,167,440,1758,91,37,2738511,44091
70,423,168,674,87,15,2631045,16887
5,31,54,218,45,10,1351530,5445
53,316,257,1026,39,98,1186194,25739
41,246,158,633,94,10,2832330,15894
50,297,814,3254,19,60,585180,81419
71,428,434,1736,37,6,1131318,43437
36,219,541,2163,21,27,640881,54121
60,357,278,1110,65,18,1968054,27865
14,82,413,1652,40,16,1204248,41340
18,106,469,1878,55,9,1655427,46955
45,267,537,2147,29,74,883722,53729
35,209,415,1659,5,63,160689,41505
18,106,442,1769,11,35,335505,44211
92,553,713,2853,58,78,1767834,71358
63,375,784,3137,92,60,2779080,78492
81,487,670,2679,85,32,2574396,67085
94,561,903,3610,89,73,2698419,90389
94,561,579,2318,42,91,1288473,57942
42,254,231,922,82,93,2472879,23182
85,511,26,104,26,58,805674,2626
20,120,330,1320,17,82,516246,33017
77,461,984,3938,35,15,1073145,98435
32,192,657,2630,15,22,459666,65715
63,375,755,3020,65,51,1969053,75565
60,357,136,542,70,94,2118282,13670
56,335,154,614,25,67,767001,15425
62,371,389,1558,39,64,1188792,38939
9,55,762,3046,78,25,2342775,76278
96,578,534,2136,96,11,2908833,53496
10,59,907,3629,53,83,1593249,90753
9,55,460,1838,4,79,122937,46004
83,500,964,3855,33,93,1015179,96433
49,294,303,1214,18,84,554952,30318
30,182,643,2574,31,77,939231,64331
89,531,637,2549,8,24,266772,63708
73,435,853,3414,42,81,1282143,85342
75,449,424,1698,18,11,562533,42418
63,375,380,1520,71,72,2149116,38071
16,94,347,1389,6,88,185064,34706
28,167,227,907,66,63,1988589,22766
55,328,399,1597,70,63,2116689,39970
45,267,613,2453,58,99,1753797,61358
5,31,77,308,6,12,181536,7706
39,233,347,1389,96,81,2891943,34796
88,531,662,2647,84,31,2546493,66284
62,371,679,2715,39,84,1188852,67939
5,31,196,785,12,35,361605,19612
32,192,517,2066,11,49,339747,51711
59,351,144,578,89,0,2687700,14489
51,309,412,1647,60,96,1815588,41260
55,328,481,1925,17,34,526602,48117
42,254,752,3008,16,28,492684,75216
95,569,391,1565,50,85,1528755,39150
39,233,293,1170,48,10,1451730,29348
23,140,768,3071,35,37,1057011,76835
51,309,700,2801,94,58,2835474,70094
83,500,271,1086,98,3,2964909,27198
64,386,181,725,40,34,1219302,18140
88,531,513,2054,54,41,1646523,51354
63,375,216,863,25,63,769089,21625
18,106,575,2299,82,27,2465481,57582
35,209,506,2022,56,95,1690785,50656
87,521,230,919,41,11,1256133,23041
76,455,78,312,71,65,2152995,7871
96,578,287,1148,74,58,2248974,28774
56,335,852,3409,18,64,556992,85218
89,531,472,1888,29,91,896973,47229
96,578,20,81,60,25,1828875,2060
62,371,177,708,95,96,2868888,17795
11,69,816,3264,81,61,2433483,81681
36,219,81,326,88,91,2651073,8188
8,47,25,100,45,92,1352676,2545
19,115,265,1061,55,20,1655760,26555
21,124,861,3446,65,86,1956558,86165
90,543,353,1411,37,24,1137072,35337
40,243,545,2179,24,85,732255,54524
93,557,126,505,32,72,988116,12632
19,115,786,3142,17,5,515715,78617
65,392,820,3279,20,26,619578,82020
66,399,454,1815,96,73,2900019,45496
5,31,6,26,80,86,2401758,680
75,449,249,997,7,61,232683,24907
29,171,735,2940,67,46,2018838,73567
58,347,334,1337,4,64,137592,33404
78,471,98,390,6,70,203610,9806
25,152,49,196,63,27,1897581,4963
32,192,105,422,86,1,2589603,10586
41,246,984,3938,36,79,1092537,98436
84,501,677,2707,78,47,2365341,67778
62,371,758,3033,15,72,468816,75815
41,246,500,1999,38,30,1152390,50038
69,417,103,412,80,54,2420862,10380
52,315,167,670,45,10,1365630,16745
40,243,400,1601,21,89,642267,40021
10,59,931,3724,1,46,33138,93101
8,47,111,444,92,53,2762559,11192
97,580,655,2618,37,76,1139328,65537
69,417,237,950,12,94,380982,23712
11,69,399,1597,21,20,633360,39921
93,557,73,291,60,32,1827996,7360
20,120,666,2666,28,50,846150,66628
72,432,228,913,23,47,711741,22823
31,186,915,3662,26,67,789501,91526
98,585,795,3178,69,14,2099442,79569
7,39,10,40,6,80,182340,1006
85,511,372,1488,26,9,805527,37226
72,432,412,1647,28,43,861729,41228
65,392,787,3149,68,92,2059776,78768
39,233,87,346,1,72,41916,8701
51,309,893,3571,30,84,915552,89330
86,513,94,376,42,38,1285914,9442
82,495,827,3307,13,16,414648,82713
46,277,648,2590,9,65,283995,64809
8,47,297,1189,56,92,1682676,29756
56,335,618,2474,99,68,2987004,61899
29,171,951,3805,76,50,2288850,95176
64,386,790,3161,96,66,2899398,79096
58,347,985,3938,41,11,1247433,98541
81,487,487,1950,87,15,2634345,48787
3,16,804,3216,84,34,2521002,80484
81,487,222,890,98,55,2964465,22298
10,59,97,389,15,13,453039,9715
25,152,276,1102,39,65,1177695,27639
79,471,591,2363,71,9,2153727,59171
60,357,494,1974,95,29,2868087,49495
3,16,163,652,72,96,2161188,16372
47,281,581,2323,77,89,2324367,58177
23,140,631,2523,39,36,1177008,63139
94,561,836,3345,42,9,1288227,83642
89,531,947,3789,37,17,1136751,94737
5,31,755,3020,92,24,2761572,75592
68,405,506,2022,85,63,2570589,50685
22,129,531,2124,65,56,1956768,53165
99,593,576,2306,55,46,1679838,57655
43,256,327,1307,84,75,2533125,32784
41,246,403,1613,95,48,2862444,40395
9,55,952,3810,33,31,992793,95233
22,129,216,863,10,26,306678,21610
62,371,586,2342,44,14,1338642,58644
59,351,649,2594,14,97,437991,64914
22,129,829,3316,55,69,1656807,82955
19,115,338,1353,7,51,215853,33807
48,285,454,1815,80,64,2414592,45480
80,483,793,3172,66,36,2004108,79366
6,35,608,2433,69,98,2072094,60869
4,21,953,3814,90,86,2701458,95390
93,557,295,1182,61,35,1858005,29561
56,335,588,2352,9,18,286854,58809
15,92,479,1914,33,37,994611,47933
84,501,975,3900,29,40,895320,97529
32,192,888,3554,30,85,909855,88830
24,141,440,1758,36,56,1087368,44036
4,21,625,2498,63,30,1891290,62563
22,129,607,2430,68,39,2046717,60768
39,233,335,1341,96,76,2891928,33596
76,455,456,1825,37,38,1132914,45637
34,201,423,1690,50,62,1510386,42350
52,315,658,2632,85,94,2565882,65885
45,267,8,30,48,30,1453590,848
20,120,48,192,62,27,1866081,4862
60,357,428,1712,27,22,828066,42827
64,386,99,397,22,5,679215,9922
24,141,583,2332,26,70,787410,58326
83,500,280,1121,2,77,85131,28002
60,357,945,3779,1,42,48126,94501
87,521,231,922,61,30,1856190,23161
84,501,517,2066,25,76,775428,51725
93,557,184,738,85,14,2577942,18485
2,15,983,3933,98,35,2940705,98398
13,77,223,893,66,12,1983936,22366
84,501,23,93,50,33,1525299,2350
72,432,8,30,39,20,1191660,839
70,423,997,3990,41,84,1251252,99741
15,92,659,2635,48,39,1444617,65948
91,545,684,2738,67,10,2037330,68467
46,277,835,3340,68,95,2054085,83568
66,399,712,2846,16,34,499902,71216
80,483,622,2487,81,49,2454147,62281
35,209,233,934,5,19,160557,23305
86,513,911,3646,27,16,835848,91127
25,152,646,2582,96,47,2887641,64696
27,164,128,513,15,14,458142,12815
52,315,857,3429,98,63,2955789,85798
58,347,693,2770,72,67,2177601,69372
95,569,816,3264,99,18,2998554,81699
55,328,804,3216,61,24,1846572,80461
93,557,565,2262,29,51,898053,56529
53,316,225,898,87,7,2625921,22587
15,92,571,2283,99,70,2974710,57199
0,-2,521,2083,76,26,2280078,52176
28,167,457,1830,90,25,2708475,45790
58,347,117,468,99,72,2987616,11799
54,324,648,2590,68,52,2056356,64868
83,500,50,198,66,43,2005029,5066
89,531,92,366,23,96,716988,9223
92,553,865,3462,76,13,2307639,86576
52,315,158,633,62,88,1875864,15862
76,455,864,3456,43,42,1312926,86443
10,59,88,353,33,66,993198,8833
31,186,279,1117,11,46,339438,27911
12,75,612,2446,30,44,903732,61230
71,428,86,344,96,22,2901366,8696
7,39,82,328,10,66,302298,8210
74,447,53,213,96,77,2902431,5396
98,585,641,2565,89,83,2699649,64189
19,115,398,1591,59,98,1775994,39859
32,192,390,1560,98,24,2949672,39098
73,435,798,3194,6,38,202014,79806
9,55,670,2679,78,43,2342829,67078
12,75,724,2896,2,76,63828,72402
21,124,524,2096,71,20,2136360,52471
59,351,259,1035,92,63,2777889,25992
19,115,924,3698,4,16,125748,92404
7,39,51,203,62,44,1862232,5162
33,198,819,3276,34,94,1030182,81934
72,432,936,3744,45,14,1371642,93645
26,158,266,1062,19,26,577878,26619
37,219,762,3046,90,16,2711148,76290
22,129,488,1952,65,16,1956648,48865
26,158,671,2685,18,43,547929,67118
97,580,437,1746,36,5,1109115,43736
55,328,592,2368,12,29,376587,59212
34,201,296,1186,39,31,1180293,29639
34,201,149,598,76,63,2290389,14976
32,192,729,2918,19,10,579630,72919
67,400,96,384,47,51,1430253,9647
42,254,361,1446,77,9,2322627,36177
93,557,932,3727,32,71,988113,93232
18,106,984,3938,35,0,1055400,98435
23,140,543,2172,38,98,1147194,54338
45,267,383,1531,10,53,313659,38310
93,557,899,3594,94,7,2847921,89994
5,31,196,785,88,46,2641638,19688
7,39,273,1090,88,43,2642229,27388
9,55,984,3938,98,46,2942838,98498
82,495,950,3798,66,43,2004729,95066
74,447,577,2307,0,45,22335,57700
20,120,553,2211,52,93,1566279,55352
25,152,441,1765,27,75,817725,44127
70,423,567,2266,39,91,1191273,56739
2,15,295,1182,58,7,1740621,29558
44,261,321,1284,78,72,2353416,32178
80,483,136,542,25,74,774222,13625
36,219,571,2283,65,82,1961046,57165
90,543,928,3712,59,31,1797093,92859
5,31,839,3357,12,15,361545,83912
36,219,610,2438,98,83,2951049,61098
92,553,383,1531,31,88,957864,38331
39,233,900,3602,90,73,2711919,90090
27,164,654,2618,66,4,1988112,65466
85,511,197,789,78,81,2365743,19778
33,198,642,2570,26,58,790074,64226
58,347,233,934,37,78,1127634,23337
28,167,392,1569,61,6,1838418,39261
87,521,236,946,26,14,806142,23626
93,557,92,366,28,64,868092,9228
11,69,657,2630,46,46,1383438,65746
2,15,739,2955,98,47,2940741,73998
68,405,909,3637,45,6,1370418,90945
38,225,182,727,77,43,2321529,18277
38,225,410,1641,25,69,761607,41025
21,124,990,3960,94,40,2826420,99094
53,316,713,2853,12,36,376008,71312
97,580,863,3450,89,41,2699223,86389
85,511,702,2810,97,21,2935563,70297
34,201,131,524,98,51,2950353,13198
90,543,22,90,62,91,1887273,2262
12,75,122,487,7,16,213648,12207
71,428,531,2124,84,54,2541462,53184
10,59,228,913,96,82,2883246,22896
89,531,625,2498,24,4,746712,62524
79,471,559,2234,44,44,1343832,55944
24,141,580,2321,55,73,1657419,58055
38,225,445,1779,33,44,1001532,44533
52,315,158,633,5,48,165744,15805
32,192,365,1460,18,35,549705,36518
24,141,683,2733,42,47,1267341,68342
67,400,812,3246,23,61,710283,81223
28,167,30,118,91,76,2738628,3091
43,256,700,2801,49,66,1483098,70049
25,152,435,1738,18,3,547509,43518
32,192,229,915,4,67,129801,22904
45,267,410,1641,65,2,1963506,41065
14,82,82,328,53,5,1594215,8253
94,561,249,997,68,37,2068311,24968
95,569,766,3065,80,76,2428728,76680
50,297,394,1577,80,1,2415003,39480
75,449,490,1959,25,16,772548,49025
96,578,750,3000,99,49,2998947,75099
15,92,171,685,65,9,1954527,17165
10,59,741,2966,83,17,2493051,74183
47,281,110,438,84,84,2534352,11084
7,39,169,675,39,69,1172307,16939
49,294,656,2622,54,42,1634826,65654
74,447,777,3106,60,7,1822221,77760
14,82,458,1833,0,19,4257,45800
78,471,433,1733,2,85,83655,43302
48,285,647,2587,50,9,1514427,64750
72,432,641,2565,95,48,2871744,64195
4,21,549,2198,36,30,1081290,54936
87,521,595,2381,92,38,2786214,59592
7,39,718,2872,73,32,2192196,71873
75,449,352,1410,65,86,1972758,35265
54,324,131,524,74,60,2236380,13174
5,31,763,3054,87,56,2611668,76387
11,69,54,218,3,83,93549,5403
88,531,442,1769,42,98,1286694,44242
99,593,382,1527,14,54,449862,38214
61,369,649,2594,74,25,2238375,64974
73,435,352,1410,49,20,1491960,35249
16,94,31,126,16,29,484887,3116
50,297,873,3490,88,71,2655213,87388
35,209,492,1969,61,62,1840686,49261
56,335,26,104,16,61,496983,2616
96,578,400,1601,37,53,1138959,40037
71,428,301,1203,55,28,1671384,30155
51,309,144,578,81,26,2445378,14481
84,501,80,322,14,49,445347,8014
62,371,754,3014,40,86,1218858,75440
14,82,399,1597,89,23,2674269,39989
62,371,668,2674,70,44,2118732,66870
49,294,555,2219,17,68,524904,55517
94,561,748,2990,39,1,1198203,74839
32,192,243,970,96,2,2889606,24396
71,428,632,2530,11,52,351456,63211
39,233,339,1356,79,89,2381967,33979
28,167,138,554,79,54,2378562,13879
13,77,83,334,23,51,694053,8323
98,585,513,2054,4,26,149478,51304
24,141,298,1191,26,81,787443,29826
37,219,882,3529,90,64,2711292,88290
69,417,361,1446,21,44,650832,36121
49,294,354,1418,66,17,1994751,35466
12,75,533,2133,79,70,2373810,53379
45,267,867,3466,45,92,1363776,86745
33,198,34,136,72,44,2170032,3472
73,435,202,807,3,79,112137,20203
31,186,347,1389,72,7,2169321,34772
50,297,70,281,22,96,675288,7022
21,124,523,2090,72,20,2166360,52372
64,386,471,1886,40,96,1219488,47140
62,371,273,1090,71,3,2148609,27371
90,543,1,4,80,20,2427060,180
69,417,116,463,52,8,1580724,11652
41,246,324,1298,16,94,492582,32416
18,106,121,485,68,15,2045445,12168
